collection_no	source_database	collection.authorizer	family_name	family_extant	genus_extant	species_extant	occurrence.genus_reso	occurrence.genus_name	occurrence.species_reso	occurrence.species_name	original.genus_reso	original.genus_name	original.species_reso	original.species_name	country	state	period	epoch	stage	ma_max	ma_min	formation
13757	Fossilworks	"J. Alroy"	Astrapotheriidae	no		no		Granastrapotherium		snorki					Colombia		Neogene	Miocene		16.300	15.500	"La Victoria"
13758	Fossilworks	"J. Alroy"	Glyptodontidae	yes	no	no		Boreostemma		gigantea		Asterostemma		gigantea	Colombia		Neogene	Miocene		16.300	15.500	
13775	Fossilworks	"J. Alroy"	Adianthidae			no	"n. gen."	Indalecia	"n. sp."	grandensis					Argentina	Salta	Paleogene	Eocene		48.600	37.200	Lumbrera
13775	Fossilworks	"J. Alroy"	Oldfieldthomasiidae		no	no	"n. gen."	Colbertia	"n. sp."	lumbrerense					Argentina	Salta	Paleogene	Eocene		48.600	37.200	Lumbrera
13775	Fossilworks	"J. Alroy"	Proborhyaenidae		no	no	"n. gen."	Callistoe	"n. sp."	vincei					Argentina	Salta	Paleogene	Eocene		48.600	37.200	Lumbrera
13775	Fossilworks	"J. Alroy"			no	no		Prepidolops	"n. sp."	molinai					Argentina	Salta	Paleogene	Eocene		48.600	37.200	Lumbrera
13775	Fossilworks	"J. Alroy"	Dasypodidae	yes		no	"n. gen."	Lumbreratherium	"n. sp."	oblitum					Argentina	Salta	Paleogene	Eocene		48.600	37.200	Lumbrera
13778	Fossilworks	"J. Alroy"	Typotheriidae		no			Pseudotypotherium		sp.					Argentina	"La Pampa"	Neogene	Miocene		9.000	6.800	Pampean
13778	Fossilworks	"J. Alroy"	Mesotheriidae	yes	no		aff.	Typotheriopsis		sp.					Argentina	"La Pampa"	Neogene	Miocene		9.000	6.800	Pampean
13778	Fossilworks	"J. Alroy"	Hegetotheriidae	no	no			Hemihegetotherium		sp.					Argentina	"La Pampa"	Neogene	Miocene		9.000	6.800	Pampean
13778	Fossilworks	"J. Alroy"	Hydrochoeridae	yes	no			Cardiatherium	aff.	orientalis		Kiyutherium	aff.	orientalis	Argentina	"La Pampa"	Neogene	Miocene		9.000	6.800	Pampean
13779	Fossilworks	"J. Alroy"			no	no	"n. gen."	Patene	"n. sp."	coluapiensis					Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Polydolopidae	no	no	no	"n. gen."	Polydolops	"n. sp."	serra	"n. gen."	Pliodolops	"n. sp."	primulus	Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Polydolopidae	no	no	no	"n. gen."	Polydolops	"n. sp."	serra	"n. gen."	Anissodolops	"n. sp."	serrifer	Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Polydolopidae	no		no	"n. gen."	Eudolops	"n. sp."	tetragonus					Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Polydolopidae	no		no	"n. gen."	Eudolops	"n. sp."	tetragonus	"n. gen."	Promysops	"n. sp."	acuminatus	Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Polydolopidae	no		no	"n. gen."	Eudolops	"n. sp."	tetragonus	"n. gen."	Propolymastodon	"n. sp."	caroliameghinoi	Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Polydolopidae	no		no		Eudolops	"n. sp."	tetragonus		Propolymastodon	"n. sp."	cardatus	Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Polydolopidae	no	no	no	"n. gen."	Amphidolops	"n. sp."	serrula					Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Polydolopidae	no		no	"n. gen."	Pseudolops	"n. sp."	princeps					Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Polydolopidae	no	no	no	"n. gen."	Polydolops	"n. sp."	thomasi					Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Polydolopidae	no	no	no		Polydolops	"n. sp."	thomasi		Polydolops	"n. sp."	fur	Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Polydolopidae	no	no	no		Polydolops	"n. sp."	thomasi		Polydolops	"n. sp."	crassus	Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Polydolopidae	no	no	no		Polydolops	"n. sp."	thomasi		Polydolops	"n. sp."	simplex	Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Derorhynchidae	no		no		Coona	"n. sp."	gaudryi					Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"			no	no		Caroloameghinia		mater					Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Proborhyaenidae		no	no		Arminiheringia	?	auceta					Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Dasypodidae	yes	no	no		Utaetus	"n. sp."	buccatus					Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Dasypodidae	yes	no	no		Utaetus		lenis		Anteutatus		lenis	Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Dasypodidae	yes	no	no		Utaetus	"n. sp."	deustus					Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Dasypodidae	yes		no	""""	Pseudostegotherium	"n. sp."	chubutanum					Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Dasypodidae	yes	no	no		Prostegotherium	"n. sp."	notostylopianum					Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Didolodontidae		no	no		Didolodus		multicuspis					Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Didolodontidae			no		Paulogervaisia	"n. sp."	inusta					Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Didolodontidae			no		Paulogervaisia	"n. sp."	porca		Lambdaconus	"n. sp."	porcus	Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Didolodontidae			no		Paulogervaisia	"n. sp."	mamma		Lambdaconus	"n. sp."	mamma	Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Didolodontidae			no		Proectocion	"n. sp."	argentinus					Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Didolodontidae			no		Proectocion	"n. sp."	precisus					Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Didolodontidae		no	no		Ernestokokenia		nitida					Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Proterotheriidae	no	no	no		Anisolambda		fissidens					Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Proterotheriidae	no		no	"n. gen."	Guilielmofloweria	"n. sp."	plicata					Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Henricosborniidae		no	no		Henricosbornia	?	lophodonta					Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Notostylopidae	no	no	no	"n. gen."	Notostylops	"n. sp."	murinus					Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Notostylopidae	no	no	no		Homalostylops	"n. sp."	parvus		Notostylops	"n. sp."	parvus	Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Oldfieldthomasiidae		no	no		Oldfieldthomasia		debilitata					Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Oldfieldthomasiidae		no	no		Oldfieldthomasia	"n. sp."	parvidens					Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Oldfieldthomasiidae			no	"n. gen."	Ultrapithecus	"n. sp."	rutilans					Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"				no	""""	Acoelodus	"n. sp."	proclivus					Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Oldfieldthomasiidae			no		Paginula		parca					Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Archaeopithecidae			no	"n. gen."	Archaeopithecus	"n. sp."	rogeri					Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"			no	no	"n. gen."	Notopithecus	"n. sp."	adapinus					Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"			no	no		Antepithecus	"n. sp."	brachystephanus					Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"			no	no		Transpithecus	"n. sp."	obtentus					Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Archaeohyracidae	no	no	no		Eohyrax	"n. sp."	isotemnoides					Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Archaeohyracidae	no	no	no		Eohyrax	"n. sp."	praerusticus					Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Isotemnidae	no	no	no		Pleurostylodon		modicus					Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Isotemnidae	no		no		Anisotemnus		distentus					Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Isotemnidae	no		no		Acoelohyrax	"n. sp."	complicatissimus		Plexotemnus	"n. sp."	complicatissimus	Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Isotemnidae	no	no	no		Isotemnus		primitivus					Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Isotemnidae	no	no	no		Thomashuxleya		rostrata					Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Trigonostylopidae	no	no	no	"n. gen."	Trigonostylops	"n. sp."	wortmani					Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Trigonostylopidae	no	no	no		Albertogaudrya		unica					Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Didolodontidae		no	no		Didolodus		minor					Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Proborhyaenidae		no	no		Arminiheringia	"n. sp."	cultrata		Arminiheringia	"n. sp."	contigua	Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Proborhyaenidae		no	no		Arminiheringia	"n. sp."	cultrata					Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Caenolestidae			no	"n. gen."	Progarzonia	"n. sp."	notostylopense					Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Polydolopidae	no	no	no		Polydolops		serra					Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Dasypodidae	yes	no	no	?	Machlydotherium	"n. sp."	sparsum	?	Machlydotherium	"n. sp."	sparsus	Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Dasypodidae	yes	no	no		Meteutatus	"n. sp."	percarinatus					Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Dasypodidae	yes	no	no		Utaetus	"n. sp."	buccatus		Orthutaetus	"n. sp."	clavatus	Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Dasypodidae	yes	no	no		Utaetus	"n. sp."	buccatus		Orthutaetus	"n. sp."	crenulatus	Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Dasypodidae	yes	no	no		Parutaetus	"n. sp."	chicoensis					Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Dasypodidae	yes	no	no		Parutaetus	"n. sp."	clusus					Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Dasypodidae	yes	no	no		Parutaetus	"n. sp."	signatus					Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Dasypodidae	yes	no	no		Utaetus	"n. sp."	buccatus		Posteutatus	"n. sp."	indemnis	Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Dasypodidae	yes	no	no		Utaetus	"n. sp."	buccatus		Posteutatus	"n. sp."	indentatus	Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Dasypodidae	yes	no	no		Utaetus	"n. sp."	buccatus		Posteutatus	"n. sp."	scabridus	Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Dasypodidae	yes	no	no		Prostegotherium	"n. sp."	astrifer					Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Didolodontidae		no	no		Didolodus	"n. sp."	multicuspis		Didolodus	"n. sp."	colligatus	Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Didolodontidae		no	no	"n. gen."	Didolodus	"n. sp."	multicuspis	"n. gen."	Lonchoconus	"n. sp."	lanceolatus	Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Macraucheniidae			no	"n. gen."	Rutimeyeria	"n. sp."	conulifera					Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Proterotheriidae	no	no	no		Josepholeidya	"n. sp."	deculca					Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Proterotheriidae	no	no	no		Ricardolydekkeria	"n. sp."	praerupta					Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Proterotheriidae	no	no	no		Ricardolydekkeria	"n. sp."	profunda					Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Notostylopidae	no	no	no		Homalostylops	"n. sp."	parvus		Acrostylops	"n. sp."	pungiunculus	Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Notostylopidae	no	no			Notostylops	"n. sp."	sp.		Catastylops	"n. sp."	deflexus	Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Notostylopidae	no	no	no		Notostylops	"n. sp."	murinus		Entelostylops	"n. sp."	completus	Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Notostylopidae	no	no	no		Homalostylops	"n. sp."	parvus		Entelostylops	"n. sp."	incolumis	Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Notostylopidae	no	no	no		Homalostylops	"n. sp."	parvus		Homalostylops	"n. sp."	rigeo	Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Notostylopidae	no		no		Isostylops	"n. sp."	fretus					Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Notostylopidae	no	no			Notostylops	"n. sp."	sp.		Notostylops	"n. sp."	bicinctus	Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Notostylopidae	no	no	no		Notostylops	"n. sp."	murinus		Notostylops	"n. sp."	chicoensis	Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Notostylopidae	no	no	no		Notostylops	"n. sp."	murinus		Notostylops	"n. sp."	promurinus	Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Oldfieldthomasiidae		no	no		Maxschlosseria	"n. sp."	consumata		Eostylops	"n. sp."	obliquatus	Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Oldfieldthomasiidae		no	no		Oldfieldthomasia	"n. sp."	debilitata		Oldfieldthomasia	"n. sp."	cingulata	Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Oldfieldthomasiidae		no	no		Oldfieldthomasia	"n. sp."	debilitata		Oldfieldthomasia	"n. sp."	conifera	Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Oldfieldthomasiidae		no	no		Oldfieldthomasia	"n. sp."	debilitata		Oldfieldthomasia	"n. sp."	cuneata	Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Oldfieldthomasiidae		no	no		Oldfieldthomasia	"n. sp."	debilitata		Oldfieldthomasia	"n. sp."	furcata	Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Oldfieldthomasiidae		no	no		Oldfieldthomasia	"n. sp."	debilitata		Oldfieldthomasia	"n. sp."	plicata	Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Oldfieldthomasiidae		no	no		Oldfieldthomasia	"n. sp."	parvidens		Oldfieldthomasia	"n. sp."	pulchella	Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Oldfieldthomasiidae		no	no		Oldfieldthomasia	"n. sp."	transversa					Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Archaeopithecidae			no		Archaeopithecus	"n. sp."	rogeri		Adpithecus	"n. sp."	plenus	Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Archaeopithecidae			no		Archaeopithecus	"n. sp."	rogeri		Notopithecus	"n. sp."	fossulatus	Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"			no	no		Notopithecus	"n. sp."	adapinus		Adpithecus	"n. sp."	subtenuis	Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"			no	no		Antepithecus	"n. sp."	innexus					Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"			no	no		Antepithecus	"n. sp."	brachystephanus		Antepithecus	"n. sp."	interrasus	Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"			no	no		Antepithecus	"n. sp."	brachystephanus		Infrapithecus	"n. sp."	cinctus	Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Isotemnidae	no	no	no		Isotemnus	"n. sp."	primitivus		Amphitemnus	"n. sp."	nucleatus	Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Isotemnidae	no	no	no		Isotemnus	"n. sp."	primitivus		Amphitemnus	"n. sp."	transitorius	Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Isotemnidae	no	no	no		Pleurostylodon	"n. sp."	modicus		Anchistrum	"n. sp."	sulcosum	Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Isotemnidae	no	no	no		Pleurostylodon	"n. sp."	modicus		Dimerostephanos	"n. sp."	attritus	Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Isotemnidae	no	no			Isotemnus	"n. sp."	sp.		Dimerostephanos	"n. sp."	colhuehuapensis	Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Isotemnidae	no	no	no		Isotemnus	"n. sp."	primitivus		Isotemnus	"n. sp."	conspiquus	Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Isotemnidae	no	no	no		Pleurostylodon	"n. sp."	modicus		Paratemnus	"n. sp."	geminatus	Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Isotemnidae	no	no	no		Pleurostylodon	"n. sp."	modicus		Pleurostylodon	"n. sp."	divisus	Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Isotemnidae	no	no	no		Pleurostylodon	"n. sp."	crassiramis		Porotemnus	"n. sp."	crassiramis	Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Isotemnidae	no	no	no		Isotemnus	"n. sp."	primitivus		Trimerostephanos	"n. sp."	angustus	Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Isotemnidae	no	no	no		Pleurostylodon	"n. sp."	modicus		Trimerostephanos	"n. sp."	biconus	Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Isotemnidae	no	no	no		Pleurostylodon	"n. sp."	modicus		Tychostylops	"n. sp."	marculus	Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Isotemnidae	no	no	no		Pleurostylodon	"n. sp."	similis		Tychostylops	"n. sp."	simus	Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Trigonostylopidae	no	no	no		Albertogaudrya	"n. sp."	unica		Albertogaudrya	"n. sp."	oxygona	Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Trigonostylopidae	no	no	no		Albertogaudrya	"n. sp."	unica		Albertogaudrya	"n. sp."	separata	Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Trigonostylopidae	no	no	no		Albertogaudrya	"n. sp."	unica		Albertogaudrya	"n. sp."	tersa	Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Trigonostylopidae	no	no	no		Albertogaudrya	"n. sp."	unica		Scabellia	"n. sp."	cyclogona	Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Trigonostylopidae	no	no	no		Albertogaudrya	"n. sp."	unica		Scabellia	"n. sp."	laticincta	Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Trigonostylopidae	no	no	no		Trigonostylops	"n. sp."	wortmani		Trigonostylops	"n. sp."	columnifer	Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Trigonostylopidae	no	no	no		Trigonostylops	"n. sp."	wortmani		Trigonostylops	"n. sp."	coryphodontoides	Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Trigonostylopidae	no	no	no		Trigonostylops	"n. sp."	wortmani		Trigonostylops	"n. sp."	eximius	Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Trigonostylopidae	no	no	no		Trigonostylops	"n. sp."	wortmani		Trigonostylops	"n. sp."	germinalis	Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Trigonostylopidae	no	no	no		Trigonostylops	"n. sp."	wortmani		Trigonostylops	"n. sp."	hemicyclus	Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Trigonostylopidae	no	no	no		Trigonostylops	"n. sp."	wortmani		Trigonostylops	"n. sp."	insumptus	Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Trigonostylopidae	no	no	no		Trigonostylops		wortmani		Trigonostylops		scabellum	Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Trigonostylopidae	no	no	no		Trigonostylops	"n. sp."	wortmani		Trigonostylops	"n. sp."	minimus	Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Trigonostylopidae	no	no	no		Trigonostylops	"n. sp."	wortmani		Trigonostylops	"n. sp."	secundarius	Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Trigonostylopidae	no	no	no		Trigonostylops	"n. sp."	wortmani		Trigonostylops	"n. sp."	trigonus	Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"	Proborhyaenidae		no	no	"n. gen."	Arminiheringia	"n. sp."	auceta	"n. gen."	Dilestes	"n. sp."	dilobus	Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
13779	Fossilworks	"J. Alroy"			no	no		Notopithecus		adapinus		Adpithecus		secans	Argentina	Chubut	Paleogene	Eocene		48.600	37.200	Sarmiento
