"","collection_no","source_database","collection.authorizer","family_name","family_extant","genus_extant","species_extant","occurrence.genus_reso","occurrence.genus_name","occurrence.species_reso","occurrence.species_name","original.genus_reso","original.genus_name","original.species_reso","original.species_name","country","state","period","epoch","stage","ma_max","ma_min","formation"
"139",13749,"Fossilworks","J. Alroy","Noctilionidae","yes","yes","yes","","Noctilio","","albiventris","","","","","Colombia","","Neogene","Miocene","",16.3,15.5,"Villavieja"
"140",13749,"Fossilworks","J. Alroy","Phyllostomatidae","yes","","no","","Notonycteris","","magdalenensis","","","","","Colombia","","Neogene","Miocene","",16.3,15.5,"Villavieja"
"141",13749,"Fossilworks","J. Alroy","Thyropteridae","yes","yes","yes","","Thyroptera","n. sp.","robusta","","","","","Colombia","","Neogene","Miocene","",16.3,15.5,"Villavieja"
"142",13749,"Fossilworks","J. Alroy","Thyropteridae","yes","yes","","cf.","Thyroptera","","tricolor","","","","","Colombia","","Neogene","Miocene","",16.3,15.5,"Villavieja"
"143",13749,"Fossilworks","J. Alroy","Phyllostomatidae","yes","","no","","Notonycteris","","sucharadeus","","","","","Colombia","","Neogene","Miocene","",16.3,15.5,"Villavieja"
"144",13749,"Fossilworks","J. Alroy","Thyropteridae","yes","yes","yes","","Thyroptera","","lavali","","","","","Colombia","","Neogene","Miocene","",16.3,15.5,"Villavieja"
"145",13749,"Fossilworks","J. Alroy","Phyllostomidae","yes","","no","","Palynephyllum","","antimaster","","","","","Colombia","","Neogene","Miocene","",16.3,15.5,"Villavieja"
"146",13749,"Fossilworks","J. Alroy","Phyllostomidae","yes","yes","","","Tonatia","","NA","","","","","Colombia","","Neogene","Miocene","",16.3,15.5,"Villavieja"
"147",13750,"Fossilworks","J. Alroy","Glyptodontidae","yes","no","no","n. gen.","Boreostemma","n. sp.","gigantea","n. gen.","Asterostemma","n. sp.","gigantea","Colombia","","Neogene","Miocene","",16.3,15.5,"La Victoria"
"148",13750,"Fossilworks","J. Alroy","Hondadelphidae","","","no","","Hondadelphys","","fieldsi","","","","","Colombia","","Neogene","Miocene","",16.3,15.5,"La Victoria"
"149",13750,"Fossilworks","J. Alroy","","","","no","","Lycopsis","","longirostrus","","","","","Colombia","","Neogene","Miocene","",16.3,15.5,"La Victoria"
"150",13750,"Fossilworks","J. Alroy","","","","no","","Pithiculites","","chenche","","","","","Colombia","","Neogene","Miocene","",16.3,15.5,"La Victoria"
"151",13750,"Fossilworks","J. Alroy","Mylodontidae","","no","no","","Neonematherium","","flabellatum","","","","","Colombia","","Neogene","Miocene","",16.3,15.5,"La Victoria"
"152",13750,"Fossilworks","J. Alroy","Trichechinae","yes","no","no","","Potamosiren","","magdalenensis","","","","","Colombia","","Neogene","Miocene","",16.3,15.5,"La Victoria"
"153",13750,"Fossilworks","J. Alroy","Proterotheriidae","no","","no","","Villarroelia","","totoyoi","","","","","Colombia","","Neogene","Miocene","",16.3,15.5,"La Victoria"
"154",13754,"Fossilworks","J. Alroy","Glyptodontidae","yes","no","no","","Boreostemma","","gigantea","","Asterostemma","","gigantea","Colombia","","Neogene","Miocene","",16.3,15.5,"La Victoria"
"155",13754,"Fossilworks","J. Alroy","Proterotheriidae","no","","no","","Villarroelia","","totoyoi","","","","","Colombia","","Neogene","Miocene","",16.3,15.5,"La Victoria"
"156",13757,"Fossilworks","J. Alroy","Glyptodontidae","yes","no","no","","Boreostemma","","gigantea","","Asterostemma","","gigantea","Colombia","","Neogene","Miocene","",16.3,15.5,"La Victoria"
"157",13757,"Fossilworks","J. Alroy","Astrapotheriidae","no","","no","","Granastrapotherium","","snorki","","","","","Colombia","","Neogene","Miocene","",16.3,15.5,"La Victoria"
"158",13758,"Fossilworks","J. Alroy","Glyptodontidae","yes","no","no","","Boreostemma","","gigantea","","Asterostemma","","gigantea","Colombia","","Neogene","Miocene","",16.3,15.5,""
"159",13775,"Fossilworks","J. Alroy","Adianthidae","","","no","n. gen.","Indalecia","n. sp.","grandensis","","","","","Argentina","Salta","Paleogene","Eocene","",48.6,37.2,"Lumbrera"
"160",13775,"Fossilworks","J. Alroy","Oldfieldthomasiidae","","no","no","n. gen.","Colbertia","n. sp.","lumbrerense","","","","","Argentina","Salta","Paleogene","Eocene","",48.6,37.2,"Lumbrera"
"161",13775,"Fossilworks","J. Alroy","Proborhyaenidae","","no","no","n. gen.","Callistoe","n. sp.","vincei","","","","","Argentina","Salta","Paleogene","Eocene","",48.6,37.2,"Lumbrera"
"162",13775,"Fossilworks","J. Alroy","","","no","no","","Prepidolops","n. sp.","molinai","","","","","Argentina","Salta","Paleogene","Eocene","",48.6,37.2,"Lumbrera"
"163",13775,"Fossilworks","J. Alroy","Dasypodidae","yes","","no","n. gen.","Lumbreratherium","n. sp.","oblitum","","","","","Argentina","Salta","Paleogene","Eocene","",48.6,37.2,"Lumbrera"
"164",13778,"Fossilworks","J. Alroy","Typotheriidae","","no","","","Pseudotypotherium","","NA","","","","","Argentina","La Pampa","Neogene","Miocene","",9,6.8,"Pampean"
"165",13778,"Fossilworks","J. Alroy","Mesotheriidae","yes","no","","aff.","Typotheriopsis","","NA","","","","","Argentina","La Pampa","Neogene","Miocene","",9,6.8,"Pampean"
"166",13778,"Fossilworks","J. Alroy","Hegetotheriidae","no","no","","","Hemihegetotherium","","NA","","","","","Argentina","La Pampa","Neogene","Miocene","",9,6.8,"Pampean"
"167",13778,"Fossilworks","J. Alroy","Hydrochoeridae","yes","no","","","Cardiatherium","aff.","orientalis","","Kiyutherium","aff.","orientalis","Argentina","La Pampa","Neogene","Miocene","",9,6.8,"Pampean"
"168",13779,"Fossilworks","J. Alroy","","","no","no","n. gen.","Patene","n. sp.","coluapiensis","","","","","Argentina","Chubut","Paleogene","Eocene","",48.6,37.2,"Sarmiento"
"169",13779,"Fossilworks","J. Alroy","Polydolopidae","no","no","no","n. gen.","Polydolops","n. sp.","serra","n. gen.","Pliodolops","n. sp.","primulus","Argentina","Chubut","Paleogene","Eocene","",48.6,37.2,"Sarmiento"
"170",13779,"Fossilworks","J. Alroy","Polydolopidae","no","no","no","n. gen.","Polydolops","n. sp.","serra","n. gen.","Anissodolops","n. sp.","serrifer","Argentina","Chubut","Paleogene","Eocene","",48.6,37.2,"Sarmiento"
"171",13779,"Fossilworks","J. Alroy","Polydolopidae","no","","no","n. gen.","Eudolops","n. sp.","tetragonus","","","","","Argentina","Chubut","Paleogene","Eocene","",48.6,37.2,"Sarmiento"
"172",13779,"Fossilworks","J. Alroy","Polydolopidae","no","","no","n. gen.","Eudolops","n. sp.","tetragonus","n. gen.","Promysops","n. sp.","acuminatus","Argentina","Chubut","Paleogene","Eocene","",48.6,37.2,"Sarmiento"
"173",13779,"Fossilworks","J. Alroy","Polydolopidae","no","","no","n. gen.","Eudolops","n. sp.","tetragonus","n. gen.","Propolymastodon","n. sp.","caroliameghinoi","Argentina","Chubut","Paleogene","Eocene","",48.6,37.2,"Sarmiento"
"174",13779,"Fossilworks","J. Alroy","Polydolopidae","no","","no","","Eudolops","n. sp.","tetragonus","","Propolymastodon","n. sp.","cardatus","Argentina","Chubut","Paleogene","Eocene","",48.6,37.2,"Sarmiento"
"175",13779,"Fossilworks","J. Alroy","Polydolopidae","no","no","no","n. gen.","Amphidolops","n. sp.","serrula","","","","","Argentina","Chubut","Paleogene","Eocene","",48.6,37.2,"Sarmiento"
"176",13779,"Fossilworks","J. Alroy","Polydolopidae","no","","no","n. gen.","Pseudolops","n. sp.","princeps","","","","","Argentina","Chubut","Paleogene","Eocene","",48.6,37.2,"Sarmiento"
"177",13779,"Fossilworks","J. Alroy","Polydolopidae","no","no","no","n. gen.","Polydolops","n. sp.","thomasi","","","","","Argentina","Chubut","Paleogene","Eocene","",48.6,37.2,"Sarmiento"
"178",13779,"Fossilworks","J. Alroy","Polydolopidae","no","no","no","","Polydolops","n. sp.","thomasi","","Polydolops","n. sp.","fur","Argentina","Chubut","Paleogene","Eocene","",48.6,37.2,"Sarmiento"
"179",13779,"Fossilworks","J. Alroy","Polydolopidae","no","no","no","","Polydolops","n. sp.","thomasi","","Polydolops","n. sp.","crassus","Argentina","Chubut","Paleogene","Eocene","",48.6,37.2,"Sarmiento"
"180",13779,"Fossilworks","J. Alroy","Polydolopidae","no","no","no","","Polydolops","n. sp.","thomasi","","Polydolops","n. sp.","simplex","Argentina","Chubut","Paleogene","Eocene","",48.6,37.2,"Sarmiento"
"181",13779,"Fossilworks","J. Alroy","Derorhynchidae","no","","no","","Coona","n. sp.","gaudryi","","","","","Argentina","Chubut","Paleogene","Eocene","",48.6,37.2,"Sarmiento"
"182",13779,"Fossilworks","J. Alroy","","","no","no","","Caroloameghinia","","mater","","","","","Argentina","Chubut","Paleogene","Eocene","",48.6,37.2,"Sarmiento"
"183",13779,"Fossilworks","J. Alroy","Proborhyaenidae","","no","no","","Arminiheringia","?","auceta","","","","","Argentina","Chubut","Paleogene","Eocene","",48.6,37.2,"Sarmiento"
"184",13779,"Fossilworks","J. Alroy","Dasypodidae","yes","no","no","","Utaetus","n. sp.","buccatus","","","","","Argentina","Chubut","Paleogene","Eocene","",48.6,37.2,"Sarmiento"
"185",13779,"Fossilworks","J. Alroy","Dasypodidae","yes","no","no","","Utaetus","","lenis","","Anteutatus","","lenis","Argentina","Chubut","Paleogene","Eocene","",48.6,37.2,"Sarmiento"
"186",13779,"Fossilworks","J. Alroy","Dasypodidae","yes","no","no","","Utaetus","n. sp.","deustus","","","","","Argentina","Chubut","Paleogene","Eocene","",48.6,37.2,"Sarmiento"
"187",13779,"Fossilworks","J. Alroy","Dasypodidae","yes","","no","""","Pseudostegotherium","n. sp.","chubutanum","","","","","Argentina","Chubut","Paleogene","Eocene","",48.6,37.2,"Sarmiento"
"188",13779,"Fossilworks","J. Alroy","Dasypodidae","yes","no","no","","Prostegotherium","n. sp.","notostylopianum","","","","","Argentina","Chubut","Paleogene","Eocene","",48.6,37.2,"Sarmiento"
"189",13779,"Fossilworks","J. Alroy","Didolodontidae","","no","no","","Didolodus","","multicuspis","","","","","Argentina","Chubut","Paleogene","Eocene","",48.6,37.2,"Sarmiento"
"190",13779,"Fossilworks","J. Alroy","Didolodontidae","","","no","","Paulogervaisia","n. sp.","inusta","","","","","Argentina","Chubut","Paleogene","Eocene","",48.6,37.2,"Sarmiento"
"191",13779,"Fossilworks","J. Alroy","Didolodontidae","","","no","","Paulogervaisia","n. sp.","porca","","Lambdaconus","n. sp.","porcus","Argentina","Chubut","Paleogene","Eocene","",48.6,37.2,"Sarmiento"
"192",13779,"Fossilworks","J. Alroy","Didolodontidae","","","no","","Paulogervaisia","n. sp.","mamma","","Lambdaconus","n. sp.","mamma","Argentina","Chubut","Paleogene","Eocene","",48.6,37.2,"Sarmiento"
"193",13779,"Fossilworks","J. Alroy","Didolodontidae","","","no","","Proectocion","n. sp.","argentinus","","","","","Argentina","Chubut","Paleogene","Eocene","",48.6,37.2,"Sarmiento"
"194",13779,"Fossilworks","J. Alroy","Didolodontidae","","","no","","Proectocion","n. sp.","precisus","","","","","Argentina","Chubut","Paleogene","Eocene","",48.6,37.2,"Sarmiento"
"195",13779,"Fossilworks","J. Alroy","Didolodontidae","","no","no","","Ernestokokenia","","nitida","","","","","Argentina","Chubut","Paleogene","Eocene","",48.6,37.2,"Sarmiento"
"196",13779,"Fossilworks","J. Alroy","Proterotheriidae","no","no","no","","Anisolambda","","fissidens","","","","","Argentina","Chubut","Paleogene","Eocene","",48.6,37.2,"Sarmiento"
"197",13779,"Fossilworks","J. Alroy","Proterotheriidae","no","","no","n. gen.","Guilielmofloweria","n. sp.","plicata","","","","","Argentina","Chubut","Paleogene","Eocene","",48.6,37.2,"Sarmiento"
"198",13779,"Fossilworks","J. Alroy","Henricosborniidae","","no","no","","Henricosbornia","?","lophodonta","","","","","Argentina","Chubut","Paleogene","Eocene","",48.6,37.2,"Sarmiento"
"199",13779,"Fossilworks","J. Alroy","Notostylopidae","no","no","no","n. gen.","Notostylops","n. sp.","murinus","","","","","Argentina","Chubut","Paleogene","Eocene","",48.6,37.2,"Sarmiento"
"200",13779,"Fossilworks","J. Alroy","Notostylopidae","no","no","no","","Homalostylops","n. sp.","parvus","","Notostylops","n. sp.","parvus","Argentina","Chubut","Paleogene","Eocene","",48.6,37.2,"Sarmiento"
"201",13779,"Fossilworks","J. Alroy","Oldfieldthomasiidae","","no","no","","Oldfieldthomasia","","debilitata","","","","","Argentina","Chubut","Paleogene","Eocene","",48.6,37.2,"Sarmiento"
"202",13779,"Fossilworks","J. Alroy","Oldfieldthomasiidae","","no","no","","Oldfieldthomasia","n. sp.","parvidens","","","","","Argentina","Chubut","Paleogene","Eocene","",48.6,37.2,"Sarmiento"
"203",13779,"Fossilworks","J. Alroy","Oldfieldthomasiidae","","","no","n. gen.","Ultrapithecus","n. sp.","rutilans","","","","","Argentina","Chubut","Paleogene","Eocene","",48.6,37.2,"Sarmiento"
"204",13779,"Fossilworks","J. Alroy","","","","no","""","Acoelodus","n. sp.","proclivus","","","","","Argentina","Chubut","Paleogene","Eocene","",48.6,37.2,"Sarmiento"
"205",13779,"Fossilworks","J. Alroy","Oldfieldthomasiidae","","","no","","Paginula","","parca","","","","","Argentina","Chubut","Paleogene","Eocene","",48.6,37.2,"Sarmiento"
"206",13779,"Fossilworks","J. Alroy","Archaeopithecidae","","","no","n. gen.","Archaeopithecus","n. sp.","rogeri","","","","","Argentina","Chubut","Paleogene","Eocene","",48.6,37.2,"Sarmiento"
"207",13779,"Fossilworks","J. Alroy","","","no","no","n. gen.","Notopithecus","n. sp.","adapinus","","","","","Argentina","Chubut","Paleogene","Eocene","",48.6,37.2,"Sarmiento"
"208",13779,"Fossilworks","J. Alroy","","","no","no","","Antepithecus","n. sp.","brachystephanus","","","","","Argentina","Chubut","Paleogene","Eocene","",48.6,37.2,"Sarmiento"
"209",13779,"Fossilworks","J. Alroy","","","no","no","","Transpithecus","n. sp.","obtentus","","","","","Argentina","Chubut","Paleogene","Eocene","",48.6,37.2,"Sarmiento"
"210",13779,"Fossilworks","J. Alroy","Archaeohyracidae","no","no","no","","Eohyrax","n. sp.","isotemnoides","","","","","Argentina","Chubut","Paleogene","Eocene","",48.6,37.2,"Sarmiento"
"211",13779,"Fossilworks","J. Alroy","Archaeohyracidae","no","no","no","","Eohyrax","n. sp.","praerusticus","","","","","Argentina","Chubut","Paleogene","Eocene","",48.6,37.2,"Sarmiento"
"212",13779,"Fossilworks","J. Alroy","Isotemnidae","no","no","no","","Pleurostylodon","","modicus","","","","","Argentina","Chubut","Paleogene","Eocene","",48.6,37.2,"Sarmiento"
"213",13779,"Fossilworks","J. Alroy","Isotemnidae","no","","no","","Anisotemnus","","distentus","","","","","Argentina","Chubut","Paleogene","Eocene","",48.6,37.2,"Sarmiento"
"214",13779,"Fossilworks","J. Alroy","Isotemnidae","no","","no","","Acoelohyrax","n. sp.","complicatissimus","","Plexotemnus","n. sp.","complicatissimus","Argentina","Chubut","Paleogene","Eocene","",48.6,37.2,"Sarmiento"
"215",13779,"Fossilworks","J. Alroy","Isotemnidae","no","no","no","","Isotemnus","","primitivus","","","","","Argentina","Chubut","Paleogene","Eocene","",48.6,37.2,"Sarmiento"
"216",13779,"Fossilworks","J. Alroy","Isotemnidae","no","no","no","","Thomashuxleya","","rostrata","","","","","Argentina","Chubut","Paleogene","Eocene","",48.6,37.2,"Sarmiento"
"217",13779,"Fossilworks","J. Alroy","Trigonostylopidae","no","no","no","n. gen.","Trigonostylops","n. sp.","wortmani","","","","","Argentina","Chubut","Paleogene","Eocene","",48.6,37.2,"Sarmiento"
"218",13779,"Fossilworks","J. Alroy","Trigonostylopidae","no","no","no","","Albertogaudrya","","unica","","","","","Argentina","Chubut","Paleogene","Eocene","",48.6,37.2,"Sarmiento"
"219",13779,"Fossilworks","J. Alroy","Didolodontidae","","no","no","","Didolodus","","minor","","","","","Argentina","Chubut","Paleogene","Eocene","",48.6,37.2,"Sarmiento"
"220",13779,"Fossilworks","J. Alroy","Proborhyaenidae","","no","no","","Arminiheringia","n. sp.","cultrata","","Arminiheringia","n. sp.","contigua","Argentina","Chubut","Paleogene","Eocene","",48.6,37.2,"Sarmiento"
"221",13779,"Fossilworks","J. Alroy","Proborhyaenidae","","no","no","","Arminiheringia","n. sp.","cultrata","","","","","Argentina","Chubut","Paleogene","Eocene","",48.6,37.2,"Sarmiento"
"222",13779,"Fossilworks","J. Alroy","Caenolestidae","","","no","n. gen.","Progarzonia","n. sp.","notostylopense","","","","","Argentina","Chubut","Paleogene","Eocene","",48.6,37.2,"Sarmiento"
"223",13779,"Fossilworks","J. Alroy","Polydolopidae","no","no","no","","Polydolops","","serra","","","","","Argentina","Chubut","Paleogene","Eocene","",48.6,37.2,"Sarmiento"
"224",13779,"Fossilworks","J. Alroy","Dasypodidae","yes","no","no","?","Machlydotherium","n. sp.","sparsum","?","Machlydotherium","n. sp.","sparsus","Argentina","Chubut","Paleogene","Eocene","",48.6,37.2,"Sarmiento"
"225",13779,"Fossilworks","J. Alroy","Dasypodidae","yes","no","no","","Meteutatus","n. sp.","percarinatus","","","","","Argentina","Chubut","Paleogene","Eocene","",48.6,37.2,"Sarmiento"
"226",13779,"Fossilworks","J. Alroy","Dasypodidae","yes","no","no","","Utaetus","n. sp.","buccatus","","Orthutaetus","n. sp.","clavatus","Argentina","Chubut","Paleogene","Eocene","",48.6,37.2,"Sarmiento"
"227",13779,"Fossilworks","J. Alroy","Dasypodidae","yes","no","no","","Utaetus","n. sp.","buccatus","","Orthutaetus","n. sp.","crenulatus","Argentina","Chubut","Paleogene","Eocene","",48.6,37.2,"Sarmiento"
"228",13779,"Fossilworks","J. Alroy","Dasypodidae","yes","no","no","","Parutaetus","n. sp.","chicoensis","","","","","Argentina","Chubut","Paleogene","Eocene","",48.6,37.2,"Sarmiento"
"229",13779,"Fossilworks","J. Alroy","Dasypodidae","yes","no","no","","Parutaetus","n. sp.","clusus","","","","","Argentina","Chubut","Paleogene","Eocene","",48.6,37.2,"Sarmiento"
"230",13779,"Fossilworks","J. Alroy","Dasypodidae","yes","no","no","","Parutaetus","n. sp.","signatus","","","","","Argentina","Chubut","Paleogene","Eocene","",48.6,37.2,"Sarmiento"
"231",13779,"Fossilworks","J. Alroy","Dasypodidae","yes","no","no","","Utaetus","n. sp.","buccatus","","Posteutatus","n. sp.","indemnis","Argentina","Chubut","Paleogene","Eocene","",48.6,37.2,"Sarmiento"
"232",13779,"Fossilworks","J. Alroy","Dasypodidae","yes","no","no","","Utaetus","n. sp.","buccatus","","Posteutatus","n. sp.","indentatus","Argentina","Chubut","Paleogene","Eocene","",48.6,37.2,"Sarmiento"
"233",13779,"Fossilworks","J. Alroy","Dasypodidae","yes","no","no","","Utaetus","n. sp.","buccatus","","Posteutatus","n. sp.","scabridus","Argentina","Chubut","Paleogene","Eocene","",48.6,37.2,"Sarmiento"
"234",13779,"Fossilworks","J. Alroy","Dasypodidae","yes","no","no","","Prostegotherium","n. sp.","astrifer","","","","","Argentina","Chubut","Paleogene","Eocene","",48.6,37.2,"Sarmiento"
"235",13779,"Fossilworks","J. Alroy","Didolodontidae","","no","no","","Didolodus","n. sp.","multicuspis","","Didolodus","n. sp.","colligatus","Argentina","Chubut","Paleogene","Eocene","",48.6,37.2,"Sarmiento"
"236",13779,"Fossilworks","J. Alroy","Didolodontidae","","no","no","n. gen.","Didolodus","n. sp.","multicuspis","n. gen.","Lonchoconus","n. sp.","lanceolatus","Argentina","Chubut","Paleogene","Eocene","",48.6,37.2,"Sarmiento"
"237",13779,"Fossilworks","J. Alroy","Macraucheniidae","","","no","n. gen.","Rutimeyeria","n. sp.","conulifera","","","","","Argentina","Chubut","Paleogene","Eocene","",48.6,37.2,"Sarmiento"
"238",13779,"Fossilworks","J. Alroy","Proterotheriidae","no","no","no","","Josepholeidya","n. sp.","deculca","","","","","Argentina","Chubut","Paleogene","Eocene","",48.6,37.2,"Sarmiento"
"239",13779,"Fossilworks","J. Alroy","Proterotheriidae","no","no","no","","Ricardolydekkeria","n. sp.","praerupta","","","","","Argentina","Chubut","Paleogene","Eocene","",48.6,37.2,"Sarmiento"
"240",13779,"Fossilworks","J. Alroy","Proterotheriidae","no","no","no","","Ricardolydekkeria","n. sp.","profunda","","","","","Argentina","Chubut","Paleogene","Eocene","",48.6,37.2,"Sarmiento"
"241",13779,"Fossilworks","J. Alroy","Notostylopidae","no","no","no","","Homalostylops","n. sp.","parvus","","Acrostylops","n. sp.","pungiunculus","Argentina","Chubut","Paleogene","Eocene","",48.6,37.2,"Sarmiento"
