order;family;genus;accepted_name;status;gen_lvl_status;cc;state;locality;formation;period;epoch;Sub_epoch;stage;min_ma;max_ma;collection_no;authorizer;primary_reference
Rodentia;;Stichomys;Stichomys;extinct;extinct;Argentina;Santa Cruz;;;Neogene;Miocene;Early Miocene;Santacrucian;15.97;23.03;176587;P. Mannion;G. S. Carvalho and L. O. Salles. 2004. Relationships among extant and fossil echimyids (Rodentia: Hystricognathi). Zoological Journal of the Linnean Society 142:445-477
Rodentia;;Stichomys;Stichomys;extinct;extinct;Argentina;Santa Cruz;;;Neogene;Miocene;Early Miocene;Santacrucian;15.97;23.03;176593;P. Mannion;G. S. Carvalho and L. O. Salles. 2004. Relationships among extant and fossil echimyids (Rodentia: Hystricognathi). Zoological Journal of the Linnean Society 142:445-477
Rodentia;;Stichomys;Stichomys;extinct;extinct;Argentina;Santa Cruz;;;Neogene;Miocene;Burdigalian-Langhian;Burdigalian-Langhian;13.82;20.44;197691;E. Vlachos;S. F. Vizcaino, M. S. Bargo, and M. PÈrez, I. AramendÌa, J. CuitiÒo, E. Monsalvo, E. Vlachos, J. Noriega, R. Kay. 2022. Fossil vertebrates of the early-middle Miocene Cerro Boleadoras Formation, northwestern Santa Cruz Province, Patagonia, Argentina. Andean Geology 49(3):382-422
Rodentia;;Stichomys;Stichomys;extinct;extinct;Argentina;Santa Cruz;;;Neogene;Miocene;Early Miocene;Santacrucian;15.97;23.03;210637;P. Mannion;M. Arnal, M. E. Perez, and C. M. Deschamps. 2019. Revision of the Miocene caviomorph rodents from the RÌo Santa Cruz (Argentinean Patagonia).  In J. C. Fernicola, M. S. Bargo, S. F. VizcaÌno, R. F. Kay (eds.), EarlyñMiddle Miocene Paleontology in the RÌo Santa Cruz, Southern Patagonia, Argentina. 130 years since Ameghino, 1887. PublicaciÛn ElectrÛnica de la AsociaciÛn PaleontolÛgica Argentina. 19(2):193-229
Rodentia;;Stichomys;Stichomys;extinct;extinct;Argentina;Santa Cruz;;;Neogene;Miocene;Early Miocene;Santacrucian;15.97;23.03;210637;P. Mannion;M. Arnal, M. E. Perez, and C. M. Deschamps. 2019. Revision of the Miocene caviomorph rodents from the RÌo Santa Cruz (Argentinean Patagonia).  In J. C. Fernicola, M. S. Bargo, S. F. VizcaÌno, R. F. Kay (eds.), EarlyñMiddle Miocene Paleontology in the RÌo Santa Cruz, Southern Patagonia, Argentina. 130 years since Ameghino, 1887. PublicaciÛn ElectrÛnica de la AsociaciÛn PaleontolÛgica Argentina. 19(2):193-229
Rodentia;;Stichomys;Stichomys;extinct;extinct;Argentina;Santa Cruz;;;Neogene;Miocene;Early Miocene;Santacrucian;15.97;23.03;210638;P. Mannion;M. Arnal, M. E. Perez, and C. M. Deschamps. 2019. Revision of the Miocene caviomorph rodents from the RÌo Santa Cruz (Argentinean Patagonia).  In J. C. Fernicola, M. S. Bargo, S. F. VizcaÌno, R. F. Kay (eds.), EarlyñMiddle Miocene Paleontology in the RÌo Santa Cruz, Southern Patagonia, Argentina. 130 years since Ameghino, 1887. PublicaciÛn ElectrÛnica de la AsociaciÛn PaleontolÛgica Argentina. 19(2):193-229
Rodentia;;Stichomys;Stichomys;extinct;extinct;Argentina;Santa Cruz;;;Neogene;Miocene;Early Miocene;Santacrucian;15.97;23.03;210638;P. Mannion;M. Arnal, M. E. Perez, and C. M. Deschamps. 2019. Revision of the Miocene caviomorph rodents from the RÌo Santa Cruz (Argentinean Patagonia).  In J. C. Fernicola, M. S. Bargo, S. F. VizcaÌno, R. F. Kay (eds.), EarlyñMiddle Miocene Paleontology in the RÌo Santa Cruz, Southern Patagonia, Argentina. 130 years since Ameghino, 1887. PublicaciÛn ElectrÛnica de la AsociaciÛn PaleontolÛgica Argentina. 19(2):193-229
Rodentia;;Stichomys;Stichomys;extinct;extinct;Argentina;Santa Cruz;;;Neogene;Miocene;Early Miocene;Santacrucian;15.97;23.03;210786;P. Mannion;M. Arnal, M. E. Perez, and C. M. Deschamps. 2019. Revision of the Miocene caviomorph rodents from the RÌo Santa Cruz (Argentinean Patagonia).  In J. C. Fernicola, M. S. Bargo, S. F. VizcaÌno, R. F. Kay (eds.), EarlyñMiddle Miocene Paleontology in the RÌo Santa Cruz, Southern Patagonia, Argentina. 130 years since Ameghino, 1887. PublicaciÛn ElectrÛnica de la AsociaciÛn PaleontolÛgica Argentina. 19(2):193-229
Rodentia;;Stichomys;Stichomys;extinct;extinct;Argentina;Santa Cruz;;;Neogene;Miocene;Early Miocene;Santacrucian;15.97;23.03;210787;P. Mannion;M. Arnal, M. E. Perez, and C. M. Deschamps. 2019. Revision of the Miocene caviomorph rodents from the RÌo Santa Cruz (Argentinean Patagonia).  In J. C. Fernicola, M. S. Bargo, S. F. VizcaÌno, R. F. Kay (eds.), EarlyñMiddle Miocene Paleontology in the RÌo Santa Cruz, Southern Patagonia, Argentina. 130 years since Ameghino, 1887. PublicaciÛn ElectrÛnica de la AsociaciÛn PaleontolÛgica Argentina. 19(2):193-229
Rodentia;;Stichomys;Stichomys;extinct;extinct;Chile;AisÈn;;;Neogene;Miocene;Burdigalian;Burdigalian;15.97;20.44;71843;J. Alroy;J. J. Flynn, M. J. Novacek, and H. E. Dodson, D. Frassinetti, M. C. McKenna, M. A. Norell, K. E. Sears, C. C. Swisher III, A. R. Wyss. 2002. A new fossil mammal assemblage from the southern Chilean Andes: implications for geology, geochronology, and tectonics. Journal of South American Earth Sciences 15(3):285-302
Rodentia;;Stichomys;Stichomys_diminutus;extinct;extinct;Argentina;Santa Cruz;;;Neogene;Miocene;Early Miocene;Santacrucian;15.97;23.03;176570;P. Mannion;M. Arnal, M. G. Vucetich, and D. A. Croft, M. S. Bargo, J. C. FernÌcola, S. F. Viscaino. 2017. Systematic revision and evolutionary history of Acarechimys Patterson in Kraglievich 1965 (Rodentia, Caviomorpha, Octodontoidea). Ameghiniana 54(3):307-330
Rodentia;;Stichomys;Stichomys_regularis;extinct;extinct;Argentina;Chubut;;;Neogene;Miocene;Middle Miocene;Friasian;11.63;15.97;207562;P. Mannion;M. G. Vucetich. 1984. Los roedores de la Edad Friasense (Mioceno medio) de Patagonia. Revista del Museo de la Plata (Nuova serie) Paleontologia 50(8):47-126
Rodentia;;Stichomys;Stichomys_regularis;extinct;extinct;Argentina;Santa Cruz;Estancia Cerro Fortaleza;Santa Cruz;Neogene;Miocene;Early Miocene;Santacrucian;15.97;23.03;176625;P. Mannion;M. Arnal, M. E. Perez, and C. M. Deschamps. 2019. Revision of the Miocene caviomorph rodents from the RÌo Santa Cruz (Argentinean Patagonia).  In J. C. Fernicola, M. S. Bargo, S. F. VizcaÌno, R. F. Kay (eds.), EarlyñMiddle Miocene Paleontology in the RÌo Santa Cruz, Southern Patagonia, Argentina. 130 years since Ameghino, 1887. PublicaciÛn ElectrÛnica de la AsociaciÛn PaleontolÛgica Argentina. 19(2):193-229
Rodentia;;Stichomys;Stichomys_regularis;extinct;extinct;Argentina;Santa Cruz;;;Neogene;Miocene;Early Miocene;Santacrucian;15.97;23.03;176635;P. Mannion;A. A. Tauber. 1997. BioestratigrafÌa de la FormaciÛn Santa Cruz (Mioceno Inferior) en el extremo sudeste de la Patagonia. Ameghiniana 34(4):517-529
Rodentia;;Stichomys;Stichomys_regularis;extinct;extinct;Argentina;Santa Cruz;CaÒadÛn Silva;Santa Cruz;Neogene;Miocene;Early Miocene;Santacrucian;15.97;23.03;206233;P. Mannion;A. A. Tauber. 1997. BioestratigrafÌa de la FormaciÛn Santa Cruz (Mioceno Inferior) en el extremo sudeste de la Patagonia. Ameghiniana 34(4):517-529
Rodentia;;Stichomys;Stichomys_regularis;extinct;extinct;Argentina;Santa Cruz;Segundas Barrancas Blancas (Ea. CordÛn Alto);Santa Cruz;Neogene;Miocene;Early Miocene;Santacrucian;15.97;23.03;210637;P. Mannion;M. Arnal, M. E. Perez, and C. M. Deschamps. 2019. Revision of the Miocene caviomorph rodents from the RÌo Santa Cruz (Argentinean Patagonia).  In J. C. Fernicola, M. S. Bargo, S. F. VizcaÌno, R. F. Kay (eds.), EarlyñMiddle Miocene Paleontology in the RÌo Santa Cruz, Southern Patagonia, Argentina. 130 years since Ameghino, 1887. PublicaciÛn ElectrÛnica de la AsociaciÛn PaleontolÛgica Argentina. 19(2):193-229
Rodentia;;Stichomys;Stichomys_regularis;extinct;extinct;Argentina;Santa Cruz;Segundas Barrancas Blancas (Ea. El Tordillo);Santa Cruz;Neogene;Miocene;Early Miocene;Santacrucian;15.97;23.03;210638;P. Mannion;M. Arnal, M. E. Perez, and C. M. Deschamps. 2019. Revision of the Miocene caviomorph rodents from the RÌo Santa Cruz (Argentinean Patagonia).  In J. C. Fernicola, M. S. Bargo, S. F. VizcaÌno, R. F. Kay (eds.), EarlyñMiddle Miocene Paleontology in the RÌo Santa Cruz, Southern Patagonia, Argentina. 130 years since Ameghino, 1887. PublicaciÛn ElectrÛnica de la AsociaciÛn PaleontolÛgica Argentina. 19(2):193-229
Rodentia;;Tacheria;Tacheria_troyana;extinct;extinct;Argentina;La Rioja;;;Paleogene;Oligocene;Late Oligocene;Late Oligocene;23.03;27.82;176639;J. Zijlstra;V. Krapovickas and N. L. Nasif. 2011. Large caviomorph rodent footprints of the Late Oligocene Vinchina Formation, Argentina. Palaeontologia Electronica 14(2):12A
Rodentia;;Tarapotomys;Tarapotomys_mayoensis;extinct;extinct;Peru;San MartÌn;Shapaja (TAR-01);Pozo;Paleogene;Oligocene;Early Oligocene;Early Oligocene;27.82;33.9;199559;P. Mannion;M. Boivin, L. Marivaux, and F. Pujos, R. Salas-Gismondi, J. V. Tejada-Lara, R. M. Varas-Malca, P.-O. Antoine. 2018. Early Oligocene caviomorph rodents from Shapaja, Peruvian Amazonia. Palaeontographica Abteilung A 311(1-6):87-156
Rodentia;;Tarapotomys;Tarapotomys_subandinus;extinct;extinct;Peru;San MartÌn;Shapaja (TAR-20);Pozo;Paleogene;Eocene;Late Eocene;Late Eocene;33.9;37.71;199560;P. Mannion;P. -O. Antoine, J. Yans, and A. A. Castillo, N. Stutz, M. A. Abello, S. Adnet, M. A. CustÛdio, A. Benites-Palomino, G. Billet, M. Boivin, F. Herrera, C. Jaramillo, C. M·rtinez, F. Moreno, R. E. Navarrete, F. R. Negri, F. Parra, F. Pujos, J. -C. Rage, A. M. Ribeiro, C. Robinet, M. Rod. 2021. Biotic community and landscape changes around the EoceneñOligocene transition at Shapaja, Peruvian Amazonia: Regional or global drivers?. Global and Planetary Change 202:103512
Rodentia;;Tarapotomys;Tarapotomys_subandinus;extinct;extinct;Peru;San MartÌn;Shapaja (TAR-72);Pozo;Paleogene;Eocene;Late Eocene;Late Eocene;33.9;37.71;199562;P. Mannion;M. Boivin, L. Marivaux, and F. Pujos, R. Salas-Gismondi, J. V. Tejada-Lara, R. M. Varas-Malca, P.-O. Antoine. 2018. Early Oligocene caviomorph rodents from Shapaja, Peruvian Amazonia. Palaeontographica Abteilung A 311(1-6):87-156
Rodentia;;Tarapotomys;Tarapotomys_subandinus;extinct;extinct;Peru;San MartÌn;Shapaja (TAR-21);Pozo;Paleogene;Oligocene;Early Oligocene;Early Oligocene;27.82;33.9;199563;P. Mannion;M. Boivin, L. Marivaux, and F. Pujos, R. Salas-Gismondi, J. V. Tejada-Lara, R. M. Varas-Malca, P.-O. Antoine. 2018. Early Oligocene caviomorph rodents from Shapaja, Peruvian Amazonia. Palaeontographica Abteilung A 311(1-6):87-156
Rodentia;;Tarapotomys;Tarapotomys_subandinus;extinct;extinct;Peru;San MartÌn;Shapaja (TAR-22);Pozo;Paleogene;Oligocene;Early Oligocene;Early Oligocene;27.82;33.9;;Newly entered;M. Boivin, L. Marivaux, and F. Pujos, R. Salas-Gismondi, J. V. Tejada-Lara, R. M. Varas-Malca, P.-O. Antoine. 2018. Early Oligocene caviomorph rodents from Shapaja, Peruvian Amazonia. Palaeontographica Abteilung A 311(1-6):87-157
Rodentia;;Ucayalimys;Ucayalimys_amahuacensis;extinct;extinct;Peru;Departamento de Ucayali;Santa Rosa;;Paleogene;Oligocene;Rupelian;Rupelian;27.82;31.1;;Newly entered;M. Arnal, M. IncarnaciÛn-PÈrez and K. E. Campbell Jr. 2022. The high taxonomic diversity of the Palaeogene hystricognath rodents (Caviomorpha) from Santa Rosa (Peru, South America) framed within a new geochronological context. Historical Biology
Rodentia;;Ucayalimys;Ucayalimys_crassidens;extinct;extinct;Peru;Loreto;Contamana (CTA-32);Chambira;Paleogene;Oligocene;Late Oligocene;Late Oligocene;23.03;27.82;176130;P. Mannion;M. Boivin, L. Marivaux, and A. M. Candela, M. J. Orliac, F. Pujos, R. Salas-Gismondi, J. V. Tejada-Lara, P.-O. Antoine. 2017. Late Oligocene caviomorph rodents from Contamana, Peruvian Amazonia. Papers in Palaeontology 3(1):69-109
Rodentia;;Vallehermosomys;Vallehermosomys_mazzonii;extinct;extinct;Argentina;Chubut;Gran Barranca (La Cantera);Sarmiento;Paleogene;Oligocene;Rupelian;Rupelian;30.617;30.77;176201;J. Zijlstra;M. G. Vucetich, E. C. Vieytes, and M. E. PÈrez, A. A. Carlini. 2010. The rodents from La Cantera and the early evolution of caviomorphs in South America.  In R. H. Madden, A. A. Carlini, M. G. Vucetich, R. F. Kay (eds.), The Paleontology of Gran Barranca: Evolution and Environmental Change through the Middle Cenozoic of Patagonia. Cambridge University Press.
Rodentia;;Vallehermosomys;Vallehermosomys_merlinae;extinct;extinct;Argentina;Chubut;Gran Barranca (La Cantera);Sarmiento;Paleogene;Oligocene;Rupelian;Rupelian;30.617;30.77;176201;J. Zijlstra;M. G. Vucetich, E. C. Vieytes, and M. E. PÈrez, A. A. Carlini. 2010. The rodents from La Cantera and the early evolution of caviomorphs in South America.  In R. H. Madden, A. A. Carlini, M. G. Vucetich, R. F. Kay (eds.), The Paleontology of Gran Barranca: Evolution and Environmental Change through the Middle Cenozoic of Patagonia. Cambridge University Press.
Rodentia;;Vucetichimys;Vucetichimys_pretrilophodonica;extinct;extinct;Peru;Departamento de Ucayali;Santa Rosa;;Paleogene;Oligocene;Rupelian;Rupelian;27.82;31.1;;Newly entered;M. Arnal, M. IncarnaciÛn-PÈrez and K. E. Campbell Jr. 2022. The high taxonomic diversity of the Palaeogene hystricognath rodents (Caviomorpha) from Santa Rosa (Peru, South America) framed within a new geochronological context. Historical Biology
Rodentia;;Xylechimys;Xylechimys_obliquus;extinct;extinct;Argentina;Chubut;Laguna Los Machos;Sarmiento;Paleogene;Oligocene;Late Oligocene;Deseadan;23.03;27.82;176465;J. Zijlstra;B. Patterson and R. Pascual. 1968. New echimyid rodents from the Oligocene of Patagonia, and a synopsis of the family. Breviora 301:1-14
Rodentia;Abrocomidae;Abrocoma;Abrocoma;;extant;Argentina;Buenos Aires;Pueyrredon;;Neogene;Pliocene;Late Pliocene;Late Pliocene;2.58;3.6;123525;C. Jaramillo;D. H. Verzi and C. A. Quintana. 2005. The caviomorph rodents from the San AndrÈs Formation, east-central Argentina, and global Late Pliocene climatic change. Palaeogeography, Palaeoclimatology, Palaeoecology 219(3-4):303-320
Rodentia;Abrocomidae;Abrocoma;Abrocoma;;extant;Argentina;Buenos Aires;Pueyrredon;;Neogene;Pliocene;Late Pliocene;Late Pliocene;2.58;3.6;123527;C. Jaramillo;D. H. Verzi and C. A. Quintana. 2005. The caviomorph rodents from the San AndrÈs Formation, east-central Argentina, and global Late Pliocene climatic change. Palaeogeography, Palaeoclimatology, Palaeoecology 219(3-4):303-320
Rodentia;Abrocomidae;Abrocoma;Abrocoma;;extant;Argentina;Buenos Aires;;;Neogene;Pliocene;Late Pliocene;Late Pliocene;2.58;3.6;199160;P. Mannion;A. L. Cione and E. P. Tonni. 1996. Reassesment of the Pliocene-Pleistocene continental time scale of Southern South America. Correlation of the type Chapadmalalan with Bolivian sections. Journal of South American Earth Sciences 9(3/4):221-236
Rodentia;Abrocomidae;Abrocoma;Abrocoma;;extant;Argentina;Catamarca;BelÈn;;Neogene;Miocene;Late Miocene;Huayquerian;5.333;11.63;198543;P. Mannion;G. Esteban, N. Nasif, and S. M. Georgieff. 2014. CronobioestratigrafÌa del Mioceno tardÌo ñ Plioceno temprano, Puerta de Corral Quemado y Villavil, provincia de Catamarca, Argentina. Acta geolÛgica lilloana 26(2):165-192
Rodentia;Abrocomidae;Abrocoma;Abrocoma;;extant;Argentina;Catamarca;BelÈn;;Neogene;Miocene;Late Miocene;Huayquerian;5.333;11.63;198546;P. Mannion;G. Esteban, N. Nasif, and S. M. Georgieff. 2014. CronobioestratigrafÌa del Mioceno tardÌo ñ Plioceno temprano, Puerta de Corral Quemado y Villavil, provincia de Catamarca, Argentina. Acta geolÛgica lilloana 26(2):165-192
Rodentia;Abrocomidae;Abrocoma;Abrocoma;;extant;Argentina;Catamarca;BelÈn;;Neogene;Miocene;Late Miocene;Huayquerian;5.333;11.63;198547;P. Mannion;G. Esteban, N. Nasif, and S. M. Georgieff. 2014. CronobioestratigrafÌa del Mioceno tardÌo ñ Plioceno temprano, Puerta de Corral Quemado y Villavil, provincia de Catamarca, Argentina. Acta geolÛgica lilloana 26(2):165-192
Rodentia;Abrocomidae;Abrocoma;Abrocoma;;extant;Argentina;Catamarca;;;Quaternary;Pleistocene;Pleistocene;Pleistocene;0.0117;2.58;216692;P. Mannion;P. E. Ortiz, J. P. Jayat, and U. F. J. Pardinas. 2011. Roedores y Marsupiales en Torno Al LÌmite Pleistoceno/Holoceno en Catamarca, Argentina: Extinciones y EvoluciÛn Ambiental. Ameghiniana 48(3):336-357
Rodentia;Abrocomidae;Abrocoma;Abrocoma;;extant;Argentina;La Rioja;;;Neogene;Pliocene;Early Pliocene;Early Pliocene;3.6;5.333;152263;C. Jaramillo;R. RodrÌguez Brizuela and A. F. Taube. 2006. EstratigrafÌa y mamÌferos fÛsiles de la FormaciÛn Toro Negro (NeÛgeno), Departamento Vinchina, noroeste de la provincia de La Rioja, Argentina. Ameghiniana 43(2):257-262
Rodentia;Abrocomidae;Abrocoma;Abrocoma;;extant;Chile;O'Higgins;;;Quaternary;Pleistocene;Pleistocene;Pleistocene;0.0117;2.58;71280;P. Mannion;R. Labarca, E. Gonz·lez-Guarda, and ¡. Lizama-Catal·n, N. A. Villavicencio, J. AlarcÛn-MuÒoz, F. Suazo-Lara, P. Oyanadel-Urbina, P. Soto-Huenchuman, C. Salazar, S. Soto-AcuÒa, K. E. Buldrini. 2020. Taguatagua 1: New insights into the late Pleistocene fauna, paleoenvironment, and human subsistence in a unique lacustrine context in central Chile. Quaternary Science Reviews 238(106282):1-24
Rodentia;Abrocomidae;Abrocoma;Abrocoma;;extant;Chile;O'Higgins;;;Quaternary;Pleistocene;Pleistocene;Pleistocene;0.0117;2.58;71280;P. Mannion;R. Labarca, E. Gonz·lez-Guarda, and ¡. Lizama-Catal·n, N. A. Villavicencio, J. AlarcÛn-MuÒoz, F. Suazo-Lara, P. Oyanadel-Urbina, P. Soto-Huenchuman, C. Salazar, S. Soto-AcuÒa, K. E. Buldrini. 2020. Taguatagua 1: New insights into the late Pleistocene fauna, paleoenvironment, and human subsistence in a unique lacustrine context in central Chile. Quaternary Science Reviews 238(106282):1-24
Rodentia;Abrocomidae;Abrocoma;Abrocoma_antiqua;extinct;extant;Argentina;La Pampa;Atreuco;;Neogene;Miocene;Late Miocene;Huayquerian;5.333;11.63;87198;J. Alroy;S. F. VizcaÌno and R. A. FariÒa. 1999. On the flight capabilities and distribution of the giant Miocene bird Argentavis magnificens (Teratornithidae). Lethaia 32(4):271-278
Rodentia;Abrocomidae;Abrocoma;Abrocoma_antiqua;extinct;extant;Argentina;La Pampa;;;Neogene;Miocene;Late Miocene;Huayquerian;5.333;11.63;204598;P. Mannion;C. I. Montalvo, R. L. Tomassini, and R. Sostillo. 2016. Leftover prey remains: a new taphonomic mode from the Late Miocene Cerro Azul Formation of Central Argentina. Lethaia 49:219-230
Rodentia;Abrocomidae;Ameghinomys;Ameghinomys_constans;extinct;extinct;Argentina;San Juan;Las Hornillas area;Chinches (LHBL);Neogene;Miocene;Early Miocene;Santacrucian;15.97;23.03;197900;P. Mannion;D. H. Verzi, A. I. Olivares, and C. C. Morgan. 2017. Systematics and evolutionary significance of the small Abrocomidae from the early Miocene of southern South America. Historical Biology 29(3):411-422
Rodentia;Abrocomidae;Ameghinomys;Ameghinomys_constans;extinct;extinct;Argentina;Santa Cruz;Segundas Barrancas Blancas (Ea. CordÛn Alto);Santa Cruz;Neogene;Miocene;Early Miocene;Santacrucian;15.97;23.03;27313;P. Mannion;M. Arnal, M. G. Vucetich, and D. A. Croft, M. S. Bargo, J. C. FernÌcola, S. F. Viscaino. 2017. Systematic revision and evolutionary history of Acarechimys Patterson in Kraglievich 1965 (Rodentia, Caviomorpha, Octodontoidea). Ameghiniana 54(3):307-330
Rodentia;Abrocomidae;Ameghinomys;Ameghinomys_constans;extinct;extinct;Argentina;Santa Cruz;;;Neogene;Miocene;Early Miocene;Santacrucian;15.97;23.03;142533;P. Mannion;M. Arnal, M. G. Vucetich, and D. A. Croft, M. S. Bargo, J. C. FernÌcola, S. F. Viscaino. 2017. Systematic revision and evolutionary history of Acarechimys Patterson in Kraglievich 1965 (Rodentia, Caviomorpha, Octodontoidea). Ameghiniana 54(3):307-330
Rodentia;Abrocomidae;Ameghinomys;Ameghinomys_constans;extinct;extinct;Argentina;Santa Cruz;Monte ObservaciÛn;Santa Cruz;Neogene;Miocene;Early Miocene;Santacrucian;15.97;23.03;176564;P. Mannion;D. H. Verzi, A. I. Olivares, and C. C. Morgan. 2017. Systematics and evolutionary significance of the small Abrocomidae from the early Miocene of southern South America. Historical Biology 29(3):411-422
Rodentia;Abrocomidae;Ameghinomys;Ameghinomys_constans;extinct;extinct;Argentina;Santa Cruz;Puesto Estancia La Costa;Santa Cruz;Neogene;Miocene;Early Miocene;Santacrucian;15.97;23.03;176570;P. Mannion;M. Arnal, M. G. Vucetich, and D. A. Croft, M. S. Bargo, J. C. FernÌcola, S. F. Viscaino. 2017. Systematic revision and evolutionary history of Acarechimys Patterson in Kraglievich 1965 (Rodentia, Caviomorpha, Octodontoidea). Ameghiniana 54(3):307-330
Rodentia;Abrocomidae;Ameghinomys;Ameghinomys_constans;extinct;extinct;Argentina;Santa Cruz;;;Neogene;Miocene;Early Miocene;Santacrucian;15.97;23.03;176593;P. Mannion;M. Arnal, M. G. Vucetich, and D. A. Croft, M. S. Bargo, J. C. FernÌcola, S. F. Viscaino. 2017. Systematic revision and evolutionary history of Acarechimys Patterson in Kraglievich 1965 (Rodentia, Caviomorpha, Octodontoidea). Ameghiniana 54(3):307-330
Rodentia;Abrocomidae;Ameghinomys;Ameghinomys_constans;extinct;extinct;Argentina;Santa Cruz;;;Neogene;Miocene;Early Miocene;Santacrucian;15.97;23.03;176593;P. Mannion;M. Arnal, M. G. Vucetich, and D. A. Croft, M. S. Bargo, J. C. FernÌcola, S. F. Viscaino. 2017. Systematic revision and evolutionary history of Acarechimys Patterson in Kraglievich 1965 (Rodentia, Caviomorpha, Octodontoidea). Ameghiniana 54(3):307-330
Rodentia;Abrocomidae;Ameghinomys;Ameghinomys_constans;extinct;extinct;Argentina;Santa Cruz;La Cueva;Santa Cruz;Neogene;Miocene;Early Miocene;Santacrucian;15.97;23.03;176622;P. Mannion;D. H. Verzi, A. I. Olivares, and C. C. Morgan. 2017. Systematics and evolutionary significance of the small Abrocomidae from the early Miocene of southern South America. Historical Biology 29(3):411-422
Rodentia;Abrocomidae;Ameghinomys;Ameghinomys_constans;extinct;extinct;Argentina;Santa Cruz;;;Neogene;Miocene;Early Miocene;Santacrucian;15.97;23.03;210638;P. Mannion;M. Arnal, M. G. Vucetich, and D. A. Croft, M. S. Bargo, J. C. FernÌcola, S. F. Viscaino. 2017. Systematic revision and evolutionary history of Acarechimys Patterson in Kraglievich 1965 (Rodentia, Caviomorpha, Octodontoidea). Ameghiniana 54(3):307-330
Rodentia;Abrocomidae;Protabrocoma;Protabrocoma;extinct;extinct;Argentina;Catamarca;;;Neogene;Miocene;Late Miocene;Huayquerian;5.333;11.63;157794;C. Jaramillo;M. A. Reguero and A. M. Candela. 2011. Late cenozoic mammals from the northwest of Argentina.  In J. A: Salfity, R. A. Marquillas (eds.), Cenozoic geology of the Central Andes of Argentina. Salta: INCE (Instituto Cenozoico).
Rodentia;Abrocomidae;Protabrocoma;Protabrocoma;extinct;extinct;Argentina;Entre Rios;;;Neogene;Miocene;Late Miocene;Huayquerian;5.333;11.63;55600;C. Jaramillo;A. L. Cione, M. M. Azpelicueta, and M. Bond, A. A. Carlini, J. R. Casciotta, M. A. Cozzuol, M. Fuente, Z. Gasparini, F. J. Goin, J. Noriega, G. J. Scillato-Yane, L. Soibelzon, E. P. Tonni, D. H. Verzi, M. G. Vucetich. 2000. Miocene vertebrates from Entre Rios province, eastern Argentina. Serie Correlacion Geologica 14:191-237
Rodentia;Abrocomidae;Protabrocoma;Protabrocoma;extinct;extinct;Argentina;Entre Rios;;;Neogene;Miocene;Late Miocene;Huayquerian;5.333;11.63;55600;P. Mannion;A. M. Candela. 2005. Los roedores del ìMesopotamienseî (Mioceno tardÌo, FormaciÛn ItuzaingÛ) de la provincia de Entre RÌos (Ar- gentina). Temas de la Biodiversidad del Litoral fluvial argentino II, INSUGEO, Miscel·nea 14:37-48
Rodentia;Abrocomidae;Protabrocoma;Protabrocoma;extinct;extinct;Argentina;La Pampa;;;Neogene;Miocene;Late Miocene;Huayquerian;5.333;11.63;152061;C. Jaramillo;C. I. Montalvo, R. N. Melchor, and G. Visconti, E. CerdeÒo. 2008. Vertebrate taphonomy in loess-palaeosol deposits: A case study from the late Miocene of Central Argentina. Geobios 41:133-143
Rodentia;Abrocomidae;Protabrocoma;Protabrocoma;extinct;extinct;Argentina;La Rioja;;;Neogene;Pliocene;Early Pliocene;Early Pliocene;3.6;5.333;152263;C. Jaramillo;R. RodrÌguez Brizuela and A. F. Taube. 2006. EstratigrafÌa y mamÌferos fÛsiles de la FormaciÛn Toro Negro (NeÛgeno), Departamento Vinchina, noroeste de la provincia de La Rioja, Argentina. Ameghiniana 43(2):257-262
Rodentia;Abrocomidae;Protabrocoma;Protabrocoma;extinct;extinct;Argentina;Mendoza;;;Neogene;Pliocene;Early Pliocene;Montehermosan;3.6;5.333;189520;P. Mannion;A. C. Garrido, G. F. Turazzini, and M. Bond, G. Aguirrezabala, A. M. Forasiepi. 2014. EstratigrafÌa, vertebrados fÛsiles y evoluciÛn tectosedimentaria de los depÛsitos neÛgenos del Bloque de San Rafael (Mioceno-Plioceno), Mendoza, Argentina. Acta geolÛgica lilloana 26(2):133-164
Rodentia;Abrocomidae;Protabrocoma;Protabrocoma;extinct;extinct;Argentina;Salta;;;Neogene;Miocene;Late Miocene;Late Miocene;5.333;11.63;197784;P. Mannion;N. Zimicz, P. Payrola, and C. del Papa. 2018. New, Late Miocene mammalian assemblage from the Palo Pintado Formation (Northwestern Argentina). Journal of South American Earth Sciences 81:31-44
Rodentia;Abrocomidae;Protabrocoma;Protabrocoma;extinct;extinct;Bolivia;Chuquisaca;;;Neogene;Miocene;Late Miocene;Huayquerian;5.333;11.63;68792;D. Croft;L. G. Marshall and T. Sempere. 1991. The Eocene to Pleistocene vertebrates of Bolivia and their stratigraphic context: a review.  In R. Su·rez-Soruco (ed.), FÛsiles y Facies de Bolivia - Vol. 1 Vertebrados (Revista TÈnica de YPFB) 12(3-4):631-652
