order;family;genus;accepted_name;status;gen_lvl_status;cc;state;locality;formation;period;epoch;Sub_epoch;stage;min_ma;max_ma;collection_no;authorizer;primary_reference
Notoungulata;Notopithecidae;Transpithecus;Transpithecus_obtentus;extinct;extinct;Argentina;Chubut;;;Paleogene;Eocene;Bartonian;Bartonian;38;41.2;13779;J. Zijlstra;F. Ameghino. 1901. Notices prÈliminaires sur des ongulÈs nouveaux des terrains crÈtacÈs de Patagonie [Preliminary notes on new ungulates from the Cretaceous terrains of Patagonia]. Boletin de la Academia Nacional de Ciencias de CÛrdoba 16:349-429
Notoungulata;Notopithecidae;Transpithecus;Transpithecus_obtentus;extinct;extinct;Argentina;Chubut;;;Paleogene;Eocene;Lutetian-Bartonian;Lutetian-Bartonian;38;47.8;176164;J. Zijlstra;G. G. Simpson. 1967. The beginning of the age of mammals in South America. Part II. Bulletin of the American Museum of Natural History 137:1-260
Notoungulata;Notopithecidae;Transpithecus;Transpithecus_obtentus;extinct;extinct;Argentina;Chubut;CaÒadon Lobo  (= CaÒadÛn TournouÎr);;Paleogene;Eocene;Middle Eocene;Middle Eocene;37.71;47.8;176167;J. Zijlstra;B. Vera. 2012. RevisiÛn del gÈnero Transpithecus Ameghino, 1901 (Notoungulata, Interatheriidae) del Eoceno medio de Patagonia, Argentina. Ameghiniana 49(1):60-74
Notoungulata;Notopithecidae;Transpithecus;Transpithecus_obtentus;extinct;extinct;Argentina;Chubut;Cerro Negro;;Paleogene;Eocene;Middle Eocene;Middle Eocene;37.71;47.8;176169;P. Mannion;B. Vera. 2013. Acoelodus connectus Ameghino, 1901, SinÛnimo de Transpithecus obtentus\r\nAmeghino, 1901, ìNotopithecinaeî del Eoceno de Patagonia. Ameghiniana 50(5):535-540
Notoungulata;Notopithecidae;Transpithecus;Transpithecus_obtentus;extinct;extinct;Argentina;Chubut;Gran Barranca;Sarmiento (Gran Barranca mb);Paleogene;Eocene;Middle Eocene;Middle Eocene;37.71;47.8;176186;J. Zijlstra;R. Cifelli. 1985. Biostratigraphy of the Casamayoran, Early Eocene of Patagonia. American Museum Novitates 2820:1-26
Notoungulata;Notopithecidae;Transpithecus;Transpithecus_obtentus;extinct;extinct;Argentina;Chubut;Notostylops beds;Sarmiento;Paleogene;Eocene;Middle Eocene;Middle Eocene;37.71;47.8;176285;J. Zijlstra;B. Vera. 2012. RevisiÛn del gÈnero Transpithecus Ameghino, 1901 (Notoungulata, Interatheriidae) del Eoceno medio de Patagonia, Argentina. Ameghiniana 49(1):60-74
Notoungulata;Notopithecidae;Transpithecus;Transpithecus_obtentus;extinct;extinct;Argentina;Chubut;;;Paleogene;Eocene;Middle Eocene;Middle Eocene;37.71;47.8;176285;J. Zijlstra;G. G. Simpson. 1967. The beginning of the age of mammals in South America. Part II. Bulletin of the American Museum of Natural History 137:1-260
Notoungulata;Notopithecidae;Transpithecus;Transpithecus_obtentus;extinct;extinct;Argentina;Chubut;RÌo Chico Oeste;;Paleogene;Eocene;Middle Eocene;Middle Eocene;37.71;47.8;176491;J. Zijlstra;B. Vera. 2012. RevisiÛn del gÈnero Transpithecus Ameghino, 1901 (Notoungulata, Interatheriidae) del Eoceno medio de Patagonia, Argentina. Ameghiniana 49(1):60-74
Notoungulata;Notopithecidae;Transpithecus;Transpithecus_obtentus;extinct;extinct;Argentina;Chubut;Valle Hermoso;Sarmiento (Mb Casamayor);Paleogene;Eocene;Middle Eocene;Middle Eocene;37.71;47.8;176492;J. Zijlstra;B. Vera. 2012. RevisiÛn del gÈnero Transpithecus Ameghino, 1901 (Notoungulata, Interatheriidae) del Eoceno medio de Patagonia, Argentina. Ameghiniana 49(1):60-74
Notoungulata;Notopithecidae;Transpithecus;Transpithecus_obtentus;extinct;extinct;Argentina;Santa Cruz;Punta Casamayor;;Paleogene;Eocene;Middle Eocene;Middle Eocene;37.71;47.8;176494;J. Zijlstra;B. Vera. 2012. RevisiÛn del gÈnero Transpithecus Ameghino, 1901 (Notoungulata, Interatheriidae) del Eoceno medio de Patagonia, Argentina. Ameghiniana 49(1):60-74
Notoungulata;Notostylopidae;Boreastylops;Boreastylops_lumbrerensis;extinct;extinct;Argentina;Salta;Pampa grande;Lower Lumbrera;Paleogene;Eocene;Ypresian - Lutetian;Ypresian - Lutetian;46.2;47.8;175864;R. Butler;M. G. Vucetich. 1980. Un nuevo Notostylopidae (Mammalia, Notoungulata) proveniente de la FormaciÛn Lumbrera (Grupo Salta) del noroeste argentino. Ameghiniana 17:363-372
Notoungulata;Notostylopidae;Boreastylops;Boreastylops_lumbrerensis;extinct;extinct;Argentina;Salta;Guachipas;;Paleogene;Eocene;Lutetian;Lutetian;41.3;47.8;175865;R. Butler;M. G. Vucetich. 1980. Un nuevo Notostylopidae (Mammalia, Notoungulata) proveniente de la FormaciÛn Lumbrera (Grupo Salta) del noroeste argentino. Ameghiniana 17:363-372
Notoungulata;Notostylopidae;Boreastylops;Boreastylops_lumbrerensis;extinct;extinct;Argentina;Salta;Guachipas;;Paleogene;Eocene;Lutetian;Lutetian;41.3;47.8;175866;R. Butler;M. G. Vucetich. 1980. Un nuevo Notostylopidae (Mammalia, Notoungulata) proveniente de la FormaciÛn Lumbrera (Grupo Salta) del noroeste argentino. Ameghiniana 17:363-372
Notoungulata;Notostylopidae;Boreastylops;Boreastylops_lumbrerensis;extinct;extinct;Argentina;Salta;Guachipas;;Paleogene;Eocene;Lutetian;Lutetian;41.3;47.8;175867;R. Butler;M. G. Vucetich. 1980. Un nuevo Notostylopidae (Mammalia, Notoungulata) proveniente de la FormaciÛn Lumbrera (Grupo Salta) del noroeste argentino. Ameghiniana 17:363-372
Notoungulata;Notostylopidae;Chilestylops;Chilestylops_davidsoni;extinct;extinct;Chile;;;;Paleogene;Oligocene;Early Oligocene;Early Oligocene;27.82;33.9;38072;P. Mannion;J. Bradham, J. J. Flynn, and D. A. Croft, A. R. Wyss. 2015. New Notoungulates (Notostylopidae and Basal Toxodontians) from the Early Oligocene Tinguiririca Fauna of the Andean Main Range, Central Chile. American Museum Novitates 3841:1-24
Notoungulata;Notostylopidae;Edvardotrouessartia;Edvardotrouessartia_sola;extinct;extinct;Argentina;Chubut;CaÒadÛn Vaca;Sarmiento (CaÒadÛn Vaca mb);Paleogene;Eocene;Middle Eocene;Vacan;37.71;47.8;44956;J. Zijlstra;G. G. Simpson. 1948. The beginning of the age of mammals in South America. Part I. Bulletin of the American Museum of Natural History 91:1-232
Notoungulata;Notostylopidae;Edvardotrouessartia;Edvardotrouessartia_sola;extinct;extinct;Argentina;Chubut;Paso del Sapo (Laguna FrÌa);;Paleogene;Eocene;Ypresian;Ypresian;47.89;49.51;176059;J. Zijlstra;M. F. Tejedor, F. J. Goin, and J. N. Gelfo, G. LÛpez, M. Bond, A. A. Carlini, G. J. Scillato-YanÈ, M. O. Woodburne, L. Chornogubsky, E. AragÛn, M. A. Reguero, N. J. Czaplewski, S. Vincon, G. M. Martin, M. R. Ciancio. 2009. New Early Eocene mammalian fauna from western Patagonia, Argentina. American Museum Novitates 3638:1-43
Notoungulata;Notostylopidae;Edvardotrouessartia;Edvardotrouessartia_sola;extinct;extinct;Argentina;Chubut;Notostylops beds;Sarmiento;Paleogene;Eocene;Middle Eocene;Middle Eocene;37.71;47.8;176285;J. Zijlstra;G. G. Simpson. 1948. The beginning of the age of mammals in South America. Part I. Bulletin of the American Museum of Natural History 91:1-232
Notoungulata;Notostylopidae;Homalostylops;Homalostylops;extinct;extinct;Argentina;Chubut;Escalante;;Paleogene;Eocene;Lutetian;Lutetian;41.3;47.8;44956;J. Zijlstra;R. Cifelli. 1985. Biostratigraphy of the Casamayoran, Early Eocene of Patagonia. American Museum Novitates 2820:1-26
Notoungulata;Notostylopidae;Homalostylops;Homalostylops;extinct;extinct;Argentina;Chubut;Escalante;;Paleogene;Eocene;Lutetian;Lutetian;41.3;47.8;176170;J. Zijlstra;R. Cifelli. 1985. Biostratigraphy of the Casamayoran, Early Eocene of Patagonia. American Museum Novitates 2820:1-26
Notoungulata;Notostylopidae;Homalostylops;Homalostylops;extinct;extinct;Argentina;Chubut;;;Paleogene;Eocene;Bartonian;Bartonian;38;41.2;176186;J. Zijlstra;R. Cifelli. 1985. Biostratigraphy of the Casamayoran, Early Eocene of Patagonia. American Museum Novitates 2820:1-26
Notoungulata;Notostylopidae;Homalostylops;Homalostylops;extinct;extinct;Argentina;Salta;;;Paleogene;Eocene;Lutetian;Lutetian;41.3;47.8;211419;P. Mannion;M. Fern·ndez, A. N. Zimicz, and M. Bond, L. Chornogubsky, M. Arnal, M. C·rdenas, J. C. Fernicola. 2021. New Paleogene South American native ungulates from the Quebrada de los Colorados Formation at Los Cardones National Park, Argentina. Acta Palaeontologica Polonica 66(1):85-97
Notoungulata;Notostylopidae;Homalostylops;Homalostylops;extinct;extinct;Argentina;Salta;;;Paleogene;Eocene;Lutetian;Lutetian;41.3;47.8;211419;P. Mannion;M. Fern·ndez, A. N. Zimicz, and M. Bond, L. Chornogubsky, M. Arnal, M. C·rdenas, J. C. Fernicola. 2021. New Paleogene South American native ungulates from the Quebrada de los Colorados Formation at Los Cardones National Park, Argentina. Acta Palaeontologica Polonica 66(1):85-97
Notoungulata;Notostylopidae;Homalostylops;Homalostylops_atavus;extinct;extinct;Brazil;Rio de Janeiro;ItaboraÌ;;Paleogene;Eocene;Early Eocene;Itaboraian;47.8;56;118314;P. Mannion;C. d. Paula Couto. 1954. On a Notostylopid from the Paleocene of Itaborai, Brazil. American Museum Novitates 1693:1-5
Notoungulata;Notostylopidae;Homalostylops;Homalostylops_parvus;extinct;extinct;Argentina;Chubut;;;Paleogene;Eocene;Bartonian;Bartonian;38;41.2;13779;J. Zijlstra;F. Ameghino. 1897. MammifÈres crÈtacÈs de líArgentine (DeuxiËme contribution ‡ la connaissance de la fauna mammalogique de couches ‡ Pyrotherium) [Cretaceous mammals of Argentina (second contribution to the knowledge of the mammalian fauna of the Pyrotherium Beds)]. Boletin Instituto Geografico Argentino 18(4ñ9):406-521
Notoungulata;Notostylopidae;Homalostylops;Homalostylops_parvus;extinct;extinct;Argentina;Chubut;;;Paleogene;Eocene;Bartonian;Bartonian;38;41.2;13779;J. Zijlstra;F. Ameghino. 1901. Notices prÈliminaires sur des ongulÈs nouveaux des terrains crÈtacÈs de Patagonie [Preliminary notes on new ungulates from the Cretaceous terrains of Patagonia]. Boletin de la Academia Nacional de Ciencias de CÛrdoba 16:349-429
Notoungulata;Notostylopidae;Homalostylops;Homalostylops_parvus;extinct;extinct;Argentina;Chubut;;;Paleogene;Eocene;Bartonian;Bartonian;38;41.2;13779;J. Zijlstra;F. Ameghino. 1901. Notices prÈliminaires sur des ongulÈs nouveaux des terrains crÈtacÈs de Patagonie [Preliminary notes on new ungulates from the Cretaceous terrains of Patagonia]. Boletin de la Academia Nacional de Ciencias de CÛrdoba 16:349-429
Notoungulata;Notostylopidae;Homalostylops;Homalostylops_parvus;extinct;extinct;Argentina;Chubut;;;Paleogene;Eocene;Bartonian;Bartonian;38;41.2;13779;J. Zijlstra;F. Ameghino. 1901. Notices prÈliminaires sur des ongulÈs nouveaux des terrains crÈtacÈs de Patagonie [Preliminary notes on new ungulates from the Cretaceous terrains of Patagonia]. Boletin de la Academia Nacional de Ciencias de CÛrdoba 16:349-429
Notoungulata;Notostylopidae;Homalostylops;Homalostylops_parvus;extinct;extinct;Argentina;Chubut;Paso del Sapo (La Barda);Andesitas Huancache;Paleogene;Eocene;Ypresian - Lutetian;Ypresian - Lutetian;47;47.8;133039;J. Zijlstra;M. F. Tejedor, F. J. Goin, and J. N. Gelfo, G. LÛpez, M. Bond, A. A. Carlini, G. J. Scillato-YanÈ, M. O. Woodburne, L. Chornogubsky, E. AragÛn, M. A. Reguero, N. J. Czaplewski, S. Vincon, G. M. Martin, M. R. Ciancio. 2009. New Early Eocene mammalian fauna from western Patagonia, Argentina. American Museum Novitates 3638:1-43
Notoungulata;Notostylopidae;Homalostylops;Homalostylops_parvus;extinct;extinct;Argentina;Chubut;Gran Barranca (Above Y);Sarmiento (Gran Barranca mb);Paleogene;Eocene;Middle Eocene;Middle Eocene;37.71;47.8;176189;J. Zijlstra;R. Cifelli. 1985. Biostratigraphy of the Casamayoran, Early Eocene of Patagonia. American Museum Novitates 2820:1-26
Notoungulata;Notostylopidae;Notostylops;Isostylops_fretus;extinct;extinct;Argentina;Chubut;;;Paleogene;Eocene;Bartonian;Bartonian;38;41.2;13779;J. Zijlstra;F. Ameghino. 1902. Notices prÈliminaires sur des mammifËres nouveaux des terrains CrÈtacÈ de Patagonie {preliminary notes on new mammals from the Cretaceous terrains of Patagonia]. Boletin de la Academia Nacional de Ciencias de CÛrdoba 17:5-70
Notoungulata;Notostylopidae;Notostylops;Notostylops;extinct;extinct;Argentina;;;;Paleogene;Eocene;Riochican-Mustersan;Riochican-Mustersan;42;51;176460;J. Zijlstra;B. Vera, M. Fornasiero, and L. Del Favero. 2015. The Egidio Feruglio's collection in the Museum of Geology and Palaeontology of the University of Padova: its importance to the knowledge of Cenozoic mammals from South America. Museologia Scientifica 9:35-44
Notoungulata;Notostylopidae;Notostylops;Notostylops;extinct;extinct;Argentina;Chubut;Paso de Indios;;Paleogene;Eocene;Middle Eocene;Middle Eocene;37.71;47.8;49899;D. Croft;L. G. Marshall, R. L. Cifelli, and R. E. Drake, G. H. Curtis. 1986. Vertebrate paleontology, geology, and geochronology of the Tapera de LÛpez and Scarritt Pocket, Chubut Province, Argentina. Journal of Paleontology 60(4):920-951
Notoungulata;Notostylopidae;Notostylops;Notostylops;extinct;extinct;Argentina;Chubut;Paso de Indios;;Paleogene;Eocene;Bartonian;Bartonian;38;41.2;49900;D. Croft;L. G. Marshall, R. L. Cifelli, and R. E. Drake, G. H. Curtis. 1986. Vertebrate paleontology, geology, and geochronology of the Tapera de LÛpez and Scarritt Pocket, Chubut Province, Argentina. Journal of Paleontology 60(4):920-951
Notoungulata;Notostylopidae;Notostylops;Notostylops;extinct;extinct;Argentina;Chubut;;;Paleogene;Eocene;Lutetian;Lutetian;41.3;47.8;133039;J. Zijlstra;M. F. Tejedor, F. J. Goin, and J. N. Gelfo, G. LÛpez, M. Bond, A. A. Carlini, G. J. Scillato-YanÈ, M. O. Woodburne, L. Chornogubsky, E. AragÛn, M. A. Reguero, N. J. Czaplewski, S. Vincon, G. M. Martin, M. R. Ciancio. 2009. New Early Eocene mammalian fauna from western Patagonia, Argentina. American Museum Novitates 3638:1-43
Notoungulata;Notostylopidae;Notostylops;Notostylops;extinct;extinct;Argentina;Chubut;;;Paleogene;Eocene;Middle Eocene;Middle Eocene;37.71;47.8;175738;J. Zijlstra;G. G. Simpson. 1948. The beginning of the age of mammals in South America. Part I. Bulletin of the American Museum of Natural History 91:1-232
Notoungulata;Notostylopidae;Notostylops;Notostylops;extinct;extinct;Argentina;Chubut;;;Paleogene;Eocene;Middle Eocene;Middle Eocene;37.71;47.8;175743;J. Zijlstra;G. G. Simpson. 1948. The beginning of the age of mammals in South America. Part I. Bulletin of the American Museum of Natural History 91:1-232
Notoungulata;Notostylopidae;Notostylops;Notostylops;extinct;extinct;Argentina;Chubut;;;Paleogene;Eocene;Ypresian;Ypresian;47.8;56;176059;J. Zijlstra;M. F. Tejedor, F. J. Goin, and J. N. Gelfo, G. LÛpez, M. Bond, A. A. Carlini, G. J. Scillato-YanÈ, M. O. Woodburne, L. Chornogubsky, E. AragÛn, M. A. Reguero, N. J. Czaplewski, S. Vincon, G. M. Martin, M. R. Ciancio. 2009. New Early Eocene mammalian fauna from western Patagonia, Argentina. American Museum Novitates 3638:1-43
Notoungulata;Notostylopidae;Notostylops;Notostylops;extinct;extinct;Argentina;Chubut;Escalante;;Paleogene;Eocene;Lutetian;Lutetian;41.3;47.8;176171;J. Zijlstra;R. Cifelli. 1985. Biostratigraphy of the Casamayoran, Early Eocene of Patagonia. American Museum Novitates 2820:1-26
Notoungulata;Notostylopidae;Notostylops;Notostylops;extinct;extinct;Argentina;Chubut;;;Paleogene;Eocene;Bartonian;Bartonian;38;41.2;176189;J. Zijlstra;R. Cifelli. 1985. Biostratigraphy of the Casamayoran, Early Eocene of Patagonia. American Museum Novitates 2820:1-26
Notoungulata;Notostylopidae;Notostylops;Notostylops;extinct;extinct;Argentina;Chubut;;;Paleogene;Eocene;Bartonian;Bartonian;38;41.2;176190;J. Zijlstra;R. Cifelli. 1985. Biostratigraphy of the Casamayoran, Early Eocene of Patagonia. American Museum Novitates 2820:1-26
Notoungulata;Notostylopidae;Notostylops;Notostylops;extinct;extinct;Argentina;Chubut;;;Paleogene;Eocene;Middle Eocene;Middle Eocene;37.71;47.8;176304;J. Zijlstra;B. Vera, M. Fornasiero, and L. Del Favero. 2015. The Egidio Feruglio's collection in the Museum of Geology and Palaeontology of the University of Padova: its importance to the knowledge of Cenozoic mammals from South America. Museologia Scientifica 9:35-44
Notoungulata;Notostylopidae;Notostylops;Notostylops_appressus;extinct;extinct;Argentina;Chubut;CaÒadÛn Vaca;Sarmiento (CaÒadÛn Vaca mb);Paleogene;Eocene;Middle Eocene;Vacan;37.71;47.8;44956;J. Zijlstra;G. G. Simpson. 1948. The beginning of the age of mammals in South America. Part I. Bulletin of the American Museum of Natural History 91:1-232
Notoungulata;Notostylopidae;Notostylops;Notostylops_appressus;extinct;extinct;Argentina;Chubut;;;Paleogene;Eocene;Bartonian;Bartonian;38;41.2;176168;J. Zijlstra;G. G. Simpson. 1948. The beginning of the age of mammals in South America. Part I. Bulletin of the American Museum of Natural History 91:1-232
Notoungulata;Notostylopidae;Notostylops;Notostylops_appressus;extinct;extinct;Argentina;Chubut;Escalante;;Paleogene;Eocene;Lutetian;Lutetian;41.3;47.8;176174;J. Zijlstra;R. Cifelli. 1985. Biostratigraphy of the Casamayoran, Early Eocene of Patagonia. American Museum Novitates 2820:1-26
Notoungulata;Notostylopidae;Notostylops;Notostylops_aspectans;extinct;extinct;Argentina;Chubut;Notostylops beds;Sarmiento;Paleogene;Eocene;Middle Eocene;Middle Eocene;37.71;47.8;176164;J. Zijlstra;G. G. Simpson. 1948. The beginning of the age of mammals in South America. Part I. Bulletin of the American Museum of Natural History 91:1-232
Notoungulata;Notostylopidae;Notostylops;Notostylops_brachycephalus;extinct;extinct;Argentina;Chubut;Notostylops beds;Sarmiento;Paleogene;Eocene;Middle Eocene;Middle Eocene;37.71;47.8;176285;J. Zijlstra;G. G. Simpson. 1948. The beginning of the age of mammals in South America. Part I. Bulletin of the American Museum of Natural History 91:1-232
Notoungulata;Notostylopidae;Notostylops;Notostylops_murinus;extinct;extinct;Argentina;Chubut;Notostylops beds;Sarmiento;Paleogene;Eocene;Middle Eocene;Middle Eocene;37.71;47.8;13779;J. Zijlstra;F. Ameghino. 1897. MammifÈres crÈtacÈs de líArgentine (DeuxiËme contribution ‡ la connaissance de la fauna mammalogique de couches ‡ Pyrotherium) [Cretaceous mammals of Argentina (second contribution to the knowledge of the mammalian fauna of the Pyrotherium Beds)]. Boletin Instituto Geografico Argentino 18(4ñ9):406-521
Notoungulata;Notostylopidae;Notostylops;Notostylops_murinus;extinct;extinct;Argentina;Chubut;;;Paleogene;Eocene;Bartonian;Bartonian;38;41.2;13779;J. Zijlstra;F. Ameghino. 1901. Notices prÈliminaires sur des ongulÈs nouveaux des terrains crÈtacÈs de Patagonie [Preliminary notes on new ungulates from the Cretaceous terrains of Patagonia]. Boletin de la Academia Nacional de Ciencias de CÛrdoba 16:349-429
Notoungulata;Notostylopidae;Notostylops;Notostylops_murinus;extinct;extinct;Argentina;Chubut;;;Paleogene;Eocene;Bartonian;Bartonian;38;41.2;13779;J. Zijlstra;F. Ameghino. 1902. Notices prÈliminaires sur des mammifËres nouveaux des terrains CrÈtacÈ de Patagonie {preliminary notes on new mammals from the Cretaceous terrains of Patagonia]. Boletin de la Academia Nacional de Ciencias de CÛrdoba 17:5-70
