Sample label	Depth sed [m]	Depth comp r [rmcd]	Tuned time [Ma]	Foram benth δ13C [‰ PDB]	Foram benth δ18O [‰ PDB]	Foram benth	Reference	Method comm	Comment
208-1263C-1H-5,72-74	96.730	108.950	36.354510	0.6550	1.4990	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-5,76-78	96.770	108.990	36.361961	1.5700	1.4080	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-5,76-78	96.770	108.990	36.361961	0.5350	1.5950	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-5,80-82	96.810	109.030	36.369412	1.5930	1.4500	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-5,80-82	96.810	109.030	36.369412	0.7900	1.5430	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-5,84-86	96.850	109.070	36.376863	1.5840	1.3070	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-5,84-86	96.850	109.070	36.376863	0.8080	1.7540	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-5,88-90	96.890	109.110	36.384314	1.5096	1.2939	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-5,88-90	96.890	109.110	36.384314	0.9024	1.6248	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-5,92-94	96.930	109.150	36.391765	1.7325	1.4094	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-5,92-94	96.930	109.150	36.391765	0.7728	1.4715	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-5,96-98	96.970	109.190	36.399216	1.5172	1.4348	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-5,96-98	96.970	109.190	36.399216	0.6149	1.3784	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-5,100-102	97.010	109.230	36.406667	1.5011	1.3837	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-5,100-102	97.010	109.230	36.406667	0.6653	1.3998	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-5,104-106	97.050	109.270	36.414118	1.5390	1.3613	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-5,104-106	97.050	109.270	36.414118	0.6925	1.7725	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-5,108-110	97.090	109.310	36.421569	1.6273	1.4340	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-5,108-110	97.090	109.310	36.421569	0.5726	1.6411	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-5,112-114	97.130	109.350	36.429020	1.6058	1.4938	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-5,112-114	97.130	109.350	36.429020	0.6891	1.6859	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-5,116-118	97.170	109.390	36.436471	1.6298	1.4688	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-5,116-118	97.170	109.390	36.436471	0.4116	1.5568	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-5,120-122	97.210	109.430	36.443922	1.4404	1.6369	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-5,120-122	97.210	109.430	36.443922	0.7438	1.6492	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-5,124-126	97.250	109.470	36.451373	1.5808	1.1903	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-5,124-126	97.250	109.470	36.451373	0.7674	1.6922	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-5,128-130	97.290	109.510	36.458824	1.3853	1.4241	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-5,128-130	97.290	109.510	36.458824	0.7081	1.5331	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-5,132-134	97.330	109.550	36.466275	1.5518	1.3731	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-5,136-138	97.370	109.590	36.473725	1.5742	1.3732	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-5,140-142	97.410	109.630	36.481176	1.5730	1.4389	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-5,144-146	97.450	109.670	36.488627	1.4227	1.3080	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-5,148-150	97.490	109.710	36.496078	0.6285	1.5820	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-6,6-8	97.570	109.790	36.510980	1.4673	1.2323	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-6,6-8	97.570	109.790	36.510980	0.8919	0.9986	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-6,10-12	97.610	109.830	36.518431	1.4888	1.3943	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263C-1H-6,10-12	97.610	109.830	36.518431	0.5826	1.1091	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-2,13-15	95.140	109.910	36.533333	0.5475	1.2575	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-2,17-19	95.180	109.950	36.540784	1.5739	1.4185	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-2,21-23	95.220	109.990	36.548235	0.5756	1.3540	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-2,25-27	95.260	110.030	36.555686	1.6116	1.2743	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-2,25-27	95.260	110.030	36.555686	0.7499	1.5456	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-2,29-31	95.300	110.070	36.563137	1.6899	1.4387	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-2,29-31	95.300	110.070	36.563137	1.1879	1.3265	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-2,33-35	95.340	110.110	36.570588	1.6251	1.5574	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-2,33-35	95.340	110.110	36.570588	0.3942	0.7597	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-2,37-39	95.380	110.150	36.578039	1.6129	1.4766	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-2,37-39	95.380	110.150	36.578039	1.0455	1.4288	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-2,41-43	95.420	110.190	36.585490	1.4135	1.0678	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-2,41-43	95.420	110.190	36.585490	0.7667	1.4810	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-2,45-47	95.460	110.230	36.592941	1.4877	1.3470	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-2,45-47	95.460	110.230	36.592941	0.4408	0.9540	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-2,49-51	95.500	110.270	36.600392	1.4558	0.9806	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-2,49-51	95.500	110.270	36.600392	0.6100	1.3635	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-2,53-55	95.540	110.310	36.607843	1.5144	1.2295	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-2,53-55	95.540	110.310	36.607843	0.5919	1.2220	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-2,57-59	95.580	110.350	36.615294	1.5587	1.3431	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-2,57-59	95.580	110.350	36.615294	0.7056	1.5067	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-2,61-63	95.620	110.390	36.622745	1.5386	1.3539	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-2,61-63	95.620	110.390	36.622745	0.6686	1.5462	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-2,65-67	95.660	110.430	36.630196	1.4775	1.1794	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-2,65-67	95.660	110.430	36.630196	0.4838	1.4959	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-2,69-71	95.700	110.470	36.637647	1.3969	1.1671	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-2,69-71	95.700	110.470	36.637647	0.6039	1.4897	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-2,73-75	95.740	110.510	36.645098	1.5744	1.4485	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-2,73-75	95.740	110.510	36.645098	0.5307	1.4020	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-2,77-79	95.780	110.550	36.652549	1.4231	1.2576	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-2,77-79	95.780	110.550	36.652549	0.3029	1.4099	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-2,81-83	95.820	110.590	36.660000	1.2251	1.1666	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-2,81-83	95.820	110.590	36.660000	0.1290	1.1908	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-2,85-87	95.860	110.630	36.666557	1.2037	1.1086	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-2,85-87	95.860	110.630	36.666557	0.3755	1.1014	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-2,89-91	95.900	110.670	36.673115	1.0811	0.9356	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-2,89-91	95.900	110.670	36.673115	0.2115	1.1534	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-2,93-95	95.940	110.710	36.679672	1.2753	1.1804	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-2,93-95	95.940	110.710	36.679672	0.5980	1.4716	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-2,97-99	95.980	110.750	36.686230	1.3900	1.2522	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-2,97-99	95.980	110.750	36.686230	0.4881	1.4370	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-2,101-103	96.020	110.790	36.692787	1.2343	0.8625	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-2,101-103	96.020	110.790	36.692787	0.7638	1.4551	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-2,105-107	96.060	110.830	36.699344	1.3520	1.0661	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-2,105-107	96.060	110.830	36.699344	0.4552	1.1020	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-2,109-111	96.100	110.870	36.705902	1.3053	1.0270	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-2,109-111	96.100	110.870	36.705902	0.5621	1.3793	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-2,113-115	96.140	110.910	36.712459	1.3111	0.9902	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-2,113-115	96.140	110.910	36.712459	0.6725	1.1949	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-2,117-119	96.180	110.950	36.719016	1.1900	0.6656	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-2,117-119	96.180	110.950	36.719016	0.7707	1.4542	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-2,121-123	96.220	110.990	36.725574	1.4416	1.0277	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-2,121-123	96.220	110.990	36.725574	0.5403	1.3759	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-2,125-127	96.260	111.030	36.732131	1.3910	1.0655	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-2,125-127	96.260	111.030	36.732131	0.8697	1.4132	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-2,129-131	96.300	111.070	36.738689	1.4059	1.0751	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-2,129-131	96.300	111.070	36.738689	0.6178	1.4276	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-2,133-135	96.340	111.110	36.745246	0.5657	1.4640	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-2,137-139	96.380	111.150	36.751803	1.3304	1.0644	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-2,137-139	96.380	111.150	36.751803	0.4690	1.3209	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-2,141-143	96.420	111.190	36.758361	1.2728	0.8866	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-2,141-143	96.420	111.190	36.758361	0.5739	1.2155	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-2,145-147	96.460	111.230	36.764918	1.2870	0.9155	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-2,145-147	96.460	111.230	36.764918	0.9420	1.5514	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-2,149-150	96.495	111.265	36.770656	1.3792	1.0580	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-2,149-150	96.495	111.265	36.770656	0.6793	1.4441	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-3,3-5	96.540	111.310	36.778033	1.3860	1.0836	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-3,3-5	96.540	111.310	36.778033	0.8651	1.5737	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-3,7-9	96.580	111.350	36.784590	1.4846	1.2262	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-3,7-9	96.580	111.350	36.784590	0.3578	1.3719	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-3,11-13	96.620	111.390	36.791148	1.4527	1.2301	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-3,11-13	96.620	111.390	36.791148	0.6734	1.3799	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-3,15-17	96.660	111.430	36.797705	1.3180	0.9953	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
208-1263B-6H-3,15-17	96.660	111.430	36.797705	0.7138	1.4548	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.03per mil for d13C; 0.05per mil for d18O
